Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10
006f100000d7bA7AAI,1013572,Rwanda,Rwanda - Runyeshyanga - 1013572,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mamba - Ntyazo,Gakoma - Gatarara,Runyeshyanga,Ruhurura,,,Project Assessment - 2018.9.23,-2.40829,29.9468,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2710,15934,Ruhuha,719,Sokofi,1310,Gakomeye - Kizenga,1357,Rugwiza - Rebero,1133,Kamabuye,651,,,9/23/18,,,,,,,,
006f100000d7bACAAY,1013573,Rwanda,Rwanda - Rwihinda - 1013573,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mamba - Ntyazo,Gakoma - Gatarara,Rwihinda,,,,Project Assessment - 2018.9.23,-2.434,29.93238,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4520,24643,Sokofi,1310,Rebero - Rugwiza,1133,Gakomeye - Kizenga,1357,Ruhuha,719,Gatare,672,,,9/23/18,,,,,,,,
006f100000d7bAHAAY,1013574,Rwanda,Rwanda - Bojo - 1013574,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mamba,Muyaga - Ramba,Bojo,Bojo,,,Project Assessment - 2018.9.23,-2.50203,29.91714,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4440,24905,Ruhamagariro,925,Shyembe,1300,Butezi - Kibumba,1108,Murambi,1212,Runazi,586,,,9/23/18,,,,,,,,
006f100000d7bAMAAY,1013575,Rwanda,Rwanda - Rwamuzenga - 1013575,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mamba,Ramba,Rwamuzenga,,,,Project Assessment - 2018.9.23,-2.49883,29.927,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4017,22660,Murambi,1212,Murama,838,Gatare,723,Runazi,586,,0,,,9/23/18,,,,,,,,
006f100000d7bARAAY,1013576,Rwanda,Rwanda - Nyamuko - 1013576,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mamba - Musha,Ramba - Bukinanyana,Nyamuko,,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.9.23,-2.51384,29.88201,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5227,31986,Gatoki,999,Mukori,716,Nyirabageni,1037,Rukoni,621,,0,,,9/23/18,,,,,,,,
006f100000d7bAWAAY,1013577,Rwanda,Rwanda - Nyamiyaga - 1013577,Rejected,Technical,11/5/18,Southern Province,Gisagara,Musha,Kimana,Nyamiyaga,Ruzibaziba,,,Project Assessment - 2018.9.23,-2.52882,29.82786,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4778,35844,Nyamiyaga,524,Akabanga,513,Murambi,669,,0,,0,,,9/23/18,,,,,,,,
006f100000d7bAgAAI,1013578,Rwanda,Rwanda - Akarukambira - 1013578,Rejected,Technical,11/5/18,Southern Province,Gisagara,Gikonko - Musha,Gasagara - Gatovu,Akarukambira,Mwura,,,Project Assessment - 2018.9.23,-2.4855,29.84336,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5556,32354,Akarukambira,473,Agasenyi,651,Ryamugunga,528,Agahabwa,712,,0,,,9/23/18,,,,,,,,
006f100000d7bAlAAI,1013579,Rwanda,Rwanda - Gatare - 1013579,Rejected,Technical,11/5/18,Southern Province,Gisagara,Gikonko,Gikonko - Mbogo,Gatare,,,,Project Assessment - 2018.9.23,-2.49034,29.87577,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5280,31799,Runyinya,1155,Karubondo,745,Rwatano,982,Rwinyana,761,,0,,,9/23/18,,,,,,,,
006f100000d7bAqAAI,1013580,Rwanda,Rwanda - Gahuru - 1013580,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mamba,Muyaga - Ramba,Gahuru,,,,Project Assessment - 2018.9.23,-2.50934,29.90858,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4653,25966,Ruhamagariro,925,Shyembe,1300,Butezi - Kibumba,1108,Kigangazi,527,Rusave,544,,,9/23/18,,,,,,,,
006f100000d7jHFAAY,1013725,Rwanda,Rwanda - Kivumu - 1013725,Rejected,Technical,11/5/18,Southern Province,Gisagara,Kibirizi - Ngoma,Duwani - Butare,Kivumu,Rwasave,,,Project Assessment - 2018.9.28,-2.59149,29.75931,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,22342,94294,Kavumu 1,430,Kavumu 2,518,Mubuga,561,Cyahafi,461,Bitabire,507,,,9/28/18,,,,,,,,
006f100000d7jHKAAY,1013726,Rwanda,Rwanda - Gaseke - 1013726,Rejected,Technical,11/5/18,Southern Province,Gisagara,Kibirizi - Save,Duwani - Rwanza,Gaseke,Agaseke,,,Project Assessment - 2018.9.28,-2.59415,29.77829,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,11454,74849,Buhoro,804,Murambi,710,Burashi,659,Rwuya,548,Cyahafi,461,,,9/28/18,,,,,,,,
006f100000d7jHPAAY,1013727,Rwanda,Rwanda - Kabogoti - 1013727,Rejected,Technical,11/5/18,Southern Province,Gisagara,Kibirizi- Kansi,Ruturo - Nyange,Kabogoti,Kabogobogo,,,Project Assessment - 2018.9.28,-2.64711,29.80976,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4504,33499,Kabogoti,572,Mpinga,602,Karengera,516,Kigarama (on the RHS ),615,,0,,,9/28/18,,,,,,,,
006f100000d7jHyAAI,1013728,Rwanda,Rwanda - Kigarama - 1013728,Rejected,Technical,11/5/18,Southern Province,Gisagara,Kibirizi - Kansi,Ruturo - Nyange,Kigarama,Kabogobogo,,,Project Assessment - 2018.9.28,-2.65762,29.81981,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3541,29313,Kigarama,670,Karengera,516,Mpinga,602,Kabogoti,572,Kigarama (on the RHS ),615,,,9/28/18,,,,,,,,
006f100000d7jI3AAI,1013729,Rwanda,Rwanda - Cyogo - 1013729,Rejected,Technical,11/5/18,Southern Province,Gisagara,Save,Munazi - Rwanza,Cyogo,Gatare,,,Project Assessment - 2018.9.28,-2.56425,29.78521,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,9444,59316,Gitwa,771,Gakombe,734,Rweserezo,563,Ryamuguri,525,Akarambo,486,,,9/28/18,,,,,,,,
006f100000d7jI8AAI,1013730,Rwanda,Rwanda - Ingirakamaro - 1013730,Rejected,Technical,11/5/18,Southern Province,Gisagara,Save,Munazi - Rwanza,Ingirakamaro,Gatare,,,Project Assessment - 2018.9.28,-2.57166,29.78138,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10642,66302,Kigwa,859,Gakombe,734,Nyarure,633,Ryamaguri,525,,0,,,9/28/18,,,,,,,,
006f100000d7jIDAAY,1013731,Rwanda,Rwanda - Nyakagezi - 1013731,Rejected,Technical,11/5/18,Southern Province,Gisagara,Save - Musha,Zivu - Kigarama,Nyakagezi,Kigaga,,,Project Assessment - 2018.9.28,-2.55904,29.83055,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4652,33469,Ryarubayi,538,Ryamurongo,523,Rugogwe,637,Kigarama - Rugara,949,,0,,,9/28/18,,,,,,,,
006f100000d7jIIAAY,1013732,Rwanda,Rwanda - Nyirakimene - 1013732,Rejected,Technical,11/5/18,Southern Province,Gisagara,Musha,Bukinanyana - Gatovu,Nyirakimene,Gatare,,,Project Assessment - 2018.9.28,-2.52261,29.86105,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5763,33132,Gihinga,924,Bukinanyana,1852,Rugarama,845,Gaseke - Nyagasambu,1338,Nyabitare - Cyayi,1401,,,9/28/18,,,,,,,,
006f100000d7jINAAY,1013733,Rwanda,Rwanda - Runigiro - 1013733,Rejected,Technical,11/5/18,Southern Province,Gisagara,Musha,Gatovu,Runigiro,,,,Project Assessment - 2018.9.28,-2.51012,29.86378,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5558,33338,Nyagasambu,746,Cyayi,718,Gitega,914,,0,,0,,,9/28/18,,,,,,,,
006f100000d7jISAAY,1013734,Rwanda,Rwanda - Kabasore - 1013734,Rejected,Technical,11/5/18,Southern Province,Gisagara,Musha - Gikonko,Gatovu - Gikonko,Kabasore,,,,Project Assessment - 2018.9.28,-2.4919,29.85804,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5996,32742,Gitega,916,Gahabwa,614,Cyayi,718,,0,,0,,,9/28/18,,,,,,,,
006f100000d7x5AAAQ,1013804,Rwanda,Rwanda - Nyarukurazo - 1013804,Rejected,Technical,11/11/18,Southern Province,Gisagara,Kigembe,Rusagara - Gatovu,Nyarukurazo,Nyirambabazi,,,Project Assessment - 2018.10.8,-2.7242,29.75411,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6574,41494,Nyarukurazo,560,Nyarunyinya,776,Akatera,806,Gasharu,659,Gatare,636,,,10/7/18,,,,,,,,
006f100000d7x5FAAQ,1013805,Rwanda,Rwanda - Gatarinzira - 1013805,Cancelled,,12/31/22,Southern Province,Gisagara,Nyanza - Ngoma,Nyamugari - Nyamirama,Gatarinzira,Migina,Rwanda Full Scale Research - Randomized but Not Baselined,,Project Assessment - 2018.10.8,-2.775531,29.708728,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6934,39368,Gatarinzira,716,Kigali - Rama,1301,Cyumba - Urutoyi - Agahehe,1591,Bihembe,736,Nteko,524,,,10/7/18,,,,,,,,
006f100000d7x5KAAQ,1013806,Rwanda,Rwanda - Sare - 1013806,Complete,In Service,7/22/22,Southern Province,Gisagara,Nyanza - Ngoma,Nyamugari - Nyamirama,Sare,Migina,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.10.8,-2.79714,29.69812,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4729,26137,Sare,600,Rugogwe - Akayange,1240,Rwamiko,812,Bihembe,736,Kanyamaganda - Nteko,1121,,,10/7/18,,,,,,,,
006f100000d7x5PAAQ,1013807,Rwanda,Rwanda - Rususa - 1013807,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mukindo,Nyabisagara - Gitega,Rususa,Rwimisha,,,Project Assessment - 2018.10.8,-2.74102,29.85624,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7368,33003,Rususa,1180,Gatare - Butare,1324,Nturubuye,679,Nyabikoni,740,Akabati - Agatunda,1252,,,10/7/18,,,,,,,,
006f100000d7x5ZAAQ,1013808,Rwanda,Rwanda - Maheresho - 1013808,Rejected,Technical,11/5/18,Southern Province,Gisagara,Nyanza,Umubanga,Maheresho,Gisuma,,,Project Assessment - 2018.10.8,-2.77338,29.75503,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5975,31727,Maheresho,614,Akinyana,575,Urukeri,542,Remera,718,Akamabuye,430,,,10/7/18,,,,,,,,
006f100000d7x5eAAA,1013809,Rwanda,Rwanda - Akagano - 1013809,Rejected,Technical,11/1/18,Southern Province,Gisagara,Nyanza,Umubanga,Akagano,Akagano,,,Project Assessment - 2018.10.8,-2.78075,29.74108,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8228,34894,Akinyana,575,Karwishyura,624,Manyoni,618,Kabakene,673,,0,,,10/7/18,,,,,,,,
006f100000d7x5jAAA,1013810,Rwanda,Rwanda - Nyarunyinya - 1013810,Rejected,Technical,11/5/18,Southern Province,Gisagara,Kigembe,Rusagara - Gatovu,Nyarunyinya,Nyirambabazi,,,Project Assessment - 2018.10.8,-2.7234,29.76373,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6681,40622,Nyarunyinya,776,Nyarukurazo,560,Gasharu,659,Gatare,636,,0,,,10/7/18,,,,,,,,
006f100000d7x5oAAA,1013811,Rwanda,Rwanda - Nyabinyenga - 1013811,Rejected,Technical,11/5/18,Southern Province,Gisagara,Mugombwa - Kansi,Baziro - Umunini,Nyabinyenga,Kabogobogo,,,Project Assessment - 2018.10.8,-2.70198,29.81289,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4992,34058,Nyabinyenga,748,Nyamirama,637,Nyagatovu - Nyagahuru,1210,Gatare - Nyamure,1276,Rwimbogo - Ruburanjwiri,1158,,,10/7/18,,,,,,,,
006f100000d7x5tAAA,1013812,Rwanda,Rwanda - Akadogo - 1013812,Rejected,Technical,11/5/18,Southern Province,Gisagara,Kigembe - Kansi,Impinga - Akaboti,Akadogo,Akaboti,,,Project Assessment - 2018.10.8,-2.70192,29.76218,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8027,41545,Akadogo,446,Akakijugujugu,502,Nyarunyinya,776,Gatare (Gatovu Cell ),636,Gatare (Akabogoti Cell),581,,,10/7/18,,,,,,,,
006f100000d7x5yAAA,1013813,Rwanda,Rwanda - Gasharu - 1013813,Rejected,Technical,11/10/18,Southern Province,Gisagara,Kigembe - Kansi,Rusagara - Akaboti,Gasharu,Akaboti,,,Project Assessment - 2018.10.8,-2.7045,29.75324,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7653,41668,Gasharu,640,Akatera - Kigarama,1430,Nyarukurazo - Nyarunyinya,1336,Gasharu - Gatare,1295,Gatare (Kansi),581,,,10/7/18,,,,,,,,
006f100000d8AivAAE,1013912,Rwanda,Rwanda - Nyabyunyu - 1013912,Rejected,Technical,11/5/18,Southern Province,Gisagara,Gishubi,Nyeranzi,Nyabyunyu,Nyabyunyu,,,Project Assessment - 2018.10.16,-2.57105,29.88974,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4539,24448,Nyabyunyu - Muyinza,1588,Cyamanyeri - Rwegura,880,Gikuyo - Rwanza,803,Kagoma - Nyamure,1372,Busave - Nyundo,694,,,10/15/18,,,,,,,,
006f100000d8Aj0AAE,1013913,Rwanda,Rwanda - Rusasa - 1013913,Rejected,Technical,11/11/18,Southern Province,Gisagara,Ndora,Bweya - Cyamukuza,Rusasa,Nyamigango,,,Project Assessment - 2018.10.16,-2.59858,29.81743,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6597,37371,Akiminazi,488,Kantabana - Sabudari,1091,Mirayi - Kamahembe,1045,Nyarubari,581,Urusenyi,617,,,10/15/18,,,,,,,,
006f100000d8Aj5AAE,1013914,Rwanda,Rwanda - Musizi - 1013914,Rejected,Technical,11/5/18,Southern Province,Gisagara,Ndora,Bweya - Gisagara,Musizi,Akabyira,,,Project Assessment - 2018.10.16,-2.60413,29.80698,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7409,43975,Akiminazi,488,Kantabana - Sabudari,1091,Mirayi - Kamahembe,1045,Rugara,629,Nyabitare,598,,,10/15/18,,,,,,,,
006f100000d8AjFAAU,1013915,Rwanda,Rwanda - Rusasa - 1013915,Rejected,Technical,11/5/18,Southern Province,Gisagara,Gishubi,Nyakibungo,Rusasa,Mirayi,,,Project Assessment - 2018.10.16,-2.59392,29.8922,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4315,23516,Rusasa - Gicaca,1335,Kibingi - Rebero,1360,Nkunamo - Banga - Rugarama,1612,Kigozi - Rweza,1658,Kivugiza - Tamba - Nyundo,1864,,,10/15/18,,,,,,,,
006f100000d8Ao5AAE,1013919,Rwanda,Rwanda - Gisuma - 1013919,Rejected,Technical,11/5/18,Southern Province,Gisagara,Muganza - Mukindo,Saga - Runyinya,Gisuma,Gisuma,,,Project Assessment - 2018.10.16,-2.70557,29.89536,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5360,28650,Nyagafumberi,1039,Bucaya,557,Rwinkuba,410,Rubona,557,,0,,,10/15/18,,,,,,,,
006f100000d8AoAAAU,1013920,Rwanda,Rwanda - Karuhinda - 1013920,Rejected,Technical,11/5/18,Southern Province,Gisagara,Muganza - Mugombwa,Cyumba - Mugombwa,Karuhinda,Musizi,,,Project Assessment - 2018.10.16,-2.68141,29.87402,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7974,35922,Kamabango,544,Musatsi,467,Gasharu,521,Kagarama,564,,0,,,10/15/18,,,,,,,,
006f100000d8AoFAAU,1013921,Rwanda,Rwanda - Busave - 1013921,Rejected,Technical,11/5/18,Southern Province,Gisagara,Gishubi,Gabiro,Busave,Agafita,,,Project Assessment - 2018.10.16,-2.57408,29.87933,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4837,26204,Busave - Nyundo,698,Kigozi - Zamwe,1279,Nyamure - Kurutare,426,Kagoma - Muyinza,2200,Rwegura - Cyamanyeri - Nyabyunyu,1468,,,10/15/18,,,,,,,,
006f100000d8AoKAAU,1013922,Rwanda,Rwanda - Uwinyana - 1013922,Rejected,Technical,11/11/18,Southern Province,Gisagara,Muganza,Saga,Uwinyana,Uwinyana,,,Project Assessment - 2018.10.16,-2.69786,29.90142,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4236,25674,Nyagafumberi,1039,Bucaya,557,Rwinkuba,410,Akabacuzi,452,Nyamiheto,501,,,10/15/18,,,,,,,,
006f100000d8AoPAAU,1013923,Rwanda,Rwanda - Gitinsi - 1013923,Rejected,Technical,11/5/18,Southern Province,Gisagara,Muganza,Muganza - Rwamiko,Gitinsi,Rujwigira,,,Project Assessment - 2018.10.16,-2.62646,29.88709,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3628,26713,Gitinsi,898,Gatongati - Cyanamo,937,Rwamugoyi - Rwinkuba,842,Akimirama,647,Kidaturwa - Ubuseruka,1573,,,10/15/18,,,,,,,,
0063Z00000kdQ8KQAU,1024587,Rwanda,Rwanda - Kanyiramana 2 - 1024587,Complete,In Service,8/18/23,Southern Province,Huye,Kigoma,Kababaji,Kanyiramana 2,Mwogo,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Pre-Assessment - 2020.8.20,-2.479682,29.660946,3761,https://api.worldpop.org/v1/services/stats?,6277.45,40582,Gishihe,375,Kababaji,600,Kanyiramana,386,Ngororero,1150,Karambi,1250,Birambo,0,8/19/20,Kavumu,0,Kabingo,0,Gihanda,0,Kamyuga,0
006Ns0000054KF4IAM,1049538,Rwanda,Rwanda - Mwaro - 1049538,Identified,,12/31/23,Southern Province,Huye,Rusatira,Buhimba,Mwaro,Umwaro,,,Project Pre-Assessment - 2023.11.19,-2.4344,29.7544,11893,https://api.worldpop.org/v1/services/stats?,5938.4,39977.73,Karubona,1304,Gasaka,1260,Agasharu,960,Gisike,1309,Kigarama,867,Kanyirankuba,840,11/19/23,Mucunda,1420,Kimkanga,584,Nyabisindu,2150,Gahondo,1199
006Ns0000054NRQIA2,1049537,Rwanda,Rwanda - KINYANA - 1049537,Identified,,12/31/23,Southern Province,Huye,Huye,Nyakagezi,KINYANA,Guage,,,Project Pre-Assessment - 2023.11.19,-2.574,29.68583,4880,https://api.worldpop.org/v1/services/stats?,6483.16,47466.53,Kinyana,825,Karuhaya,770,Kigarama,980,Nyarunazi,1105,Mbuba,1200,,0,11/19/23,,0,,0,,0,,0
006Ns0000054P3OIAU,1049536,Rwanda,Rwanda - Kagishwi - 1049536,Identified,Requested,12/31/23,Southern Province,Huye,Kigoma,Gishihe,Kagishwi,Rurongora,,,Project Pre-Assessment - 2023.11.19,-2.48638,29.6533,5215,https://api.worldpop.org/v1/services/stats?,6315.68,43432.34,Gishihe,1633,Karambi,650,Birambo,890,Kabingo,1107,Kababaji,650,Kamyuga,285,11/19/23,,0,,0,,0,,0
006Ns0000054RBdIAM,1049534,Rwanda,Rwanda - Kigarama - 1049534,Identified,,12/31/23,Southern Province,Huye,Isimbi,Gisakura,Kigarama,Rain water,,,Project Pre-Assessment - 2023.11.19,-2.495,29.6877,2655,https://api.worldpop.org/v1/services/stats?,6502.09,43390.91,Kigarama,584,Bambiro,463,Gasharu,527,Nyabisindu,815,Gihinga,266,,0,11/19/23,,0,,0,,0,,0
006Ns0000054RDFIA2,1049535,Rwanda,Rwanda - Kirutamwogo - 1049535,Under Construction,,6/13/25,Southern Province,Huye,Isimbi,Gisakura,Kirutamwogo,Kirutamwogo,,,Project Pre-Assessment - 2023.11.19,-2.49194,29.688,2655,https://api.worldpop.org/v1/services/stats?,6594.21,42825.75,Gihinga,266,Kigarama,584,Nyabisindu,815,Bambiro,463,Gasharu,527,,0,11/19/23,,0,,0,,0,,0
006Ns00000QwRljIAF,1053276,Rwanda,Rwanda - Butare - 1053276,Under Construction,,4/25/25,Southern Province,Huye,Karama,Muhembe,Butare,There is a Gauge,,,Project Pre-Assessment - 2024.11.21,-2.61682,29.665066,2760,https://api.worldpop.org/v1/services/stats?,4671.99,32635.7,Kaburemera,752,Butare,292,Rugege,437,Uwimpundu,459,Cyetete,820,,0,11/21/24,,0,,0,,0,,0
006f100000a86DaAAI,1007374,Rwanda,Rwanda - Karambi - 1007374,Complete,In Service,6/17/19,Southern Province,Huye,Kigoma-Maraba,Karambi-Gasumba,Karambi,Mwogo,2019 Rwanda Research Pilot - Bridge Sites,,Project Assessment - 2018.7.27,-2.513333,29.612778,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7425,41353,Gasumba,3000,Kanyinya,2500,Kabuye,4000,Buremera,2000,Shanga,1000,,,7/27/18,,,,,,,,
006f100000a86DcAAI,1007376,Rwanda,Rwanda - Buhoro - 1007376,Rejected,Technical,12/12/18,Southern Province,Huye,Karama,Gahororo,Buhoro,No river,,,Project Assessment - 2018.12.12,-2.62627,30.6261,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,0,0,,0,,0,,0,,0,,0,,,12/12/18,,,,,,,,
006f100000a86DdAAI,1007377,Rwanda,Rwanda - Uwarugondo - 1007377,Rejected,Technical,11/10/18,Southern Province,Huye,Karama,Gahororo - Muhembe,Uwarugondo,Agatobwe,,,Project Assessment - 2018.9.17,-2.63101,29.63617,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5926,26119,Uwarugondo,778,Muyange,1231,Isangano,834,Cyetete,517,Raranzige,623,,,9/17/18,,,,,,,,
006f100000a86DeAAI,1007378,Rwanda,Rwanda - Zaga - 1007378,Rejected,Vehicular Bridge Required,11/5/18,Southern Province,Huye,Karama,Kibingo,Zaga,Agatobwe,,,Project Assessment - 2018.9.17,-2.60378,29.66448,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3604,27073,Zaga,532,Agatovu,392,Gasharu,836,Butare,584,Marimba - Akarambo,984,,,9/17/18,,,,,,,,
006f100000a86DfAAI,1007379,Rwanda,Rwanda - Uwimpundu - 1007379,Rejected,Vehicular Bridge Required,12/12/18,Southern Province,Huye,Karama,Muhembe - Gahororo,Uwimpundu,Agatobwe,,,Project Assessment - 2018.12.12,-2.62437,30.64553,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,0,0,Uwimpundu,623,Uwarugondo,882,,0,,0,,0,,,12/12/18,,,,,,,,
006f100000a86DgAAI,1007380,Rwanda,Rwanda - Bukomeye - Taba - 1007380,Complete,In Service,10/17/22,Southern Province,Huye,Mukura,Rango A,Bukomeye - Taba,Mukura,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.17,-2.66052,29.74644,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8345,59910,Remera,547,Gaseke,711,Mpinga,520,Nyagasambu - Kabeza,946,Taba - Rujumbura,857,,,9/17/18,,,,,,,,
006f100000a86DhAAI,1007381,Rwanda,Rwanda - Rujumbura - 1007381,Rejected,Technical,11/11/18,Southern Province,Huye,Mukura,Buvumu - Cyeru,Rujumbura,Mukura,,,Project Assessment - 2018.9.17,-2.68664,29.75706,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8532,43814,Rujumbura,426,Taba - Mpinga,951,Nyagasambu - Kabeza,946,Nyarusambu - Nyagisenyi,978,Rugarama - Akakinka - Kimirama,1443,,,9/17/18,,,,,,,,
006f100000aWV5fAAG,1009280,Rwanda,Rwanda - Nyaruhombo - 1009280,Complete,In Service,10/22/22,Southern Province,Huye,Rwaniro - Nyagisozi,Nyaruhombo - Kirambi,Nyaruhombo,Buroho,,,Project Assessment - 2018.12.12,-2.41201,29.67439,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5115,29885,Gasharu,546,Kamwambi,507,Mpaza,720,Bweru,600,,0,,,12/12/18,,,,,,,,
006f100000cPuuaAAC,1012501,Rwanda,Rwanda - Gahororo - 1012501,Complete,In Service,5/30/19,Southern Province,Huye,Karama,Gahororo,Gahororo,Agatobwe,2019 Rwanda Research Pilot - Bridge Sites,Catchment Survey Program,Project Assessment - 2018.7.27,-2.621482,29.649033,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4817,25147,Gahororo,1000,Muhembe,2500,Bunazi,2500,Gikunze (Nyaruguru District),300,,0,,,7/27/18,,,,,,,,
006f100000d7ET8AAM,1013331,Rwanda,Rwanda - Nyabusunzu - 1013331,Rejected,Technical,11/5/18,Southern Province,Huye,Rusatira - Gikonko,Kimuna - Gasagara,Nyabusunzu,Nyakagezi,,,Project Assessment - 2018.9.9,-2.4851,29.80904,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4967,31665,Nyabusunzu,914,Cyimigo,695,Murambi,1549,Mugusa,587,Bibungo,530,,,9/9/18,,,,,,,,
006f100000d7ETDAA2,1013332,Rwanda,Rwanda - Rubanga - 1013332,Rejected,Technical,11/11/18,Southern Province,Huye,Rusatira,Kimirehe - Kiruhura,Rubanga,Gisumo,,,Project Assessment - 2018.9.9,-2.46826,29.77101,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6056,35460,Rubanga,1150,Nyarutovu,1760,Kavumu,443,Nyarugenge,875,Nyamuko,603,,,9/9/18,,,,,,,,
006f100000d7ETIAA2,1013333,Rwanda,Rwanda - Ruvugizo - 1013333,Rejected,Technical,11/13/18,Southern Province,Huye,Kinazi,Gitovu,Ruvugizo,Akarongoro,,,Project Assessment - 2018.9.9,-2.3965,29.79099,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4711,27474,Ruvugizo,1036,Karambo,665,,0,,0,,0,,,9/9/18,,,,,,,,
