Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10
006Ns000005QSx3IAG,1049677,Rwanda,Rwanda - RUSENYI - 1049677,Complete,In Service,7/12/24,Western Province,Ngororero,Kageyo,Mukore,RUSENYI,Satinsyi,,,Project Pre-Assessment - 2023.11.29,-1.8883,29.595,5026,https://api.worldpop.org/v1/services/stats?,6477.85,45203.15,Rusenyi,1046,Gaseke,1112,Kabuhake,814,Gashyushya,951,Nyaruhondo,1103,,0,11/29/23,,0,,0,,0,,0
006Ns00000978JrIAI,1050553,Rwanda,Rwanda - Rurera - 1050553,Identified,Requested,12/31/24,Western Province,Ngororero,Kageyo Sector,Mukore & Kirwa cells,Rurera,Mpazi,,,Project Pre-Assessment - 2023.11.29,-1.883,29.5805,5680,https://api.worldpop.org/v1/services/stats?,5476.12,41538.99,Kabagari,1084,Gatovu,1250,Gitongo,788,Ruganda,1446,Gaseke,1112,,0,11/29/23,,0,,0,,0,,0
006Ns00000978JrIAI,1050553,Rwanda,Rwanda - Rurera - 1050553,Identified,Requested,12/31/24,Western Province,Ngororero,Kageyo Sector,Mukore & Kirwa cells,Rurera,Mpazi,,,Project Pre-Assessment - 2024.2.20,-1.883,29.5805,4772,https://api.worldpop.org/v1/services/stats?,5476.12,41538.99,Gatovu,965,Gitongo,847,Kabagari,1160,Ruganda,1200,Nyaruzenga,600,,0,2/20/24,,0,,0,,0,,0
006Ns0000097K1eIAE,1050547,Rwanda,Rwanda - Rutindo - 1050547,Identified,Requested,12/31/24,Western Province,Ngororero,Muhororo & Kageyo Sectors,Sanza-Mukore cells,Rutindo,Satisyi,,,Project Pre-Assessment - 2024.2.20,-1.888424,29.598181,5240,https://api.worldpop.org/v1/services/stats?,6898.21,46206.78,Rusenyi,1200,Gaseke,1115,Gashyushya,918,Nyaruhondo,1160,Gitongo,847,,0,2/20/24,,0,,0,,0,,0
006Ns00000ODK4kIAH,1053033,Rwanda,Rwanda - Gisayo - 1053033,Identified,Requested,12/31/24,Western Province,Ngororero,Gatumba,Gatsibo,Gisayo,Gisayo,,,Project Assessment - 2024.10.7,-1.951663,29.645362,2719,https://api.worldpop.org/v1/services/stats?,5732.11,46490.2,Gasave,668,Gatongo,764,Musagara,725,?amina,562,,0,,0,10/7/24,,0,,0,,0,,0
006Ns00000ODTw1IAH,1053035,Rwanda,Rwanda - Butinza - 1053035,Identified,Requested,12/31/24,Western Province,Ngororero,Muhororo,Bweramana,Butinza,Nyagaseke,,,Project Assessment - 2024.10.7,-1.909561,29.618012,8376,https://api.worldpop.org/v1/services/stats?,9929.47,52812.21,Kibingo,2600,Butinza,2684,Nganzo,992,Mwiha,1224,Musanzubize,876,,0,10/7/24,,0,,0,,0,,0
006f100000a86EJAAY,1007419,Rwanda,Rwanda - Kabyaza - 1007419,Rejected,Technical,10/30/18,Western Province,Ngororero,Muhanda,Gisebeya village - kavumu village,Kabyaza,,,,Project Assessment - 2018.8.26,-1.82084,29.54068,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7506,47940,,0,,0,,0,,0,,0,,,8/26/18,,,,,,,,
006f100000a86EKAAY,1007420,Rwanda,Rwanda - Mubarama - 1007420,Rejected,Technical,12/14/18,Western Province,Ngororero,Kageyo sector ( Kirwa cell ) - Muhororo sector ( Sanza Cell ),Nyaruzenga village ( Kirwa cell ) - Sanza village ( Sanza Cell),Mubarama,Satinsyi river,,,Project Assessment - 2018.12.8,-1.91351,29.57821,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5630,38315,Sanza cell,6804,Kirwa cell,6000,,0,,0,,0,,,12/8/18,,,,,,,,
006f100000a86EMAAY,1007422,Rwanda,Rwanda - Gakomo - 1007422,Rejected,Technical,11/15/18,Western Province,Ngororero,Gatumba,Between Mataba village and Rusumo village,Gakomo,,,,Project Assessment - 2018.8.4,-1.93935456,29.63153625,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8019,43758,,0,,0,,0,,0,,0,,,8/4/18,,,,,,,,
006f100000a86ENAAY,1007423,Rwanda,Rwanda - Bushoka - 1007423,Complete,In Service,7/9/21,Western Province,Ngororero,Matyazo -Ngororero,Cyandago -Butare,Bushoka,Satinsyi,Rwanda Full Scale Research - Randomized and Lost,,Project Pre-Assessment - 2020.2.10,-1.80202,29.64597,1500,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5866,48654,Rwamiko,500,Butare,500,Ryusororo,500,,0,,0,,0,2/10/20,,0,,0,,0,,0
006f100000a86ENAAY,1007423,Rwanda,Rwanda - Bushoka - 1007423,Complete,In Service,7/9/21,Western Province,Ngororero,Matyazo -Ngororero,Cyandago -Butare,Bushoka,Satinsyi,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.8.11,-1.80202,29.64597,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5866,48654,Cyandago village,725,Butare,600,,0,,0,,0,,,8/10/18,,,,,,,,
006f100000a86EOAAY,1007424,Rwanda,Rwanda - Murambi - 1007424,Complete,In Service,12/16/21,Western Province,Ngororero,Ngororero -Kageyo,Murambi,Murambi,Satinsyi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.4,-1.85605607,29.62150397,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8467,45334,,0,,0,,0,,0,,0,,,8/4/18,,,,,,,,
006f100000a86EPAAY,1007425,Rwanda,Rwanda - Muhembe - 1007425,Complete,In Service,5/19/21,Western Province,Ngororero,Hindiro -Kageyo,Between Gaseke vilage from Kageyo and Nyagasozi village from Hindiro,Muhembe,Muhembe,Rwanda Full Scale Research - Randomized and Baselined - Intervention,Catchment Survey Program,Project Assessment - 2018.8.11,-1.82487,29.61382,,https://api.worldpop.org/v1/services/stats?,9016.94,55657.79,Gaseke,1218,Nyagasozi,884,,0,,0,,0,,,8/10/18,,,,,,,,
006f100000a86EQAAY,1007426,Rwanda,Rwanda - Mucyabahinja - 1007426,Complete,In Service,3/4/22,Western Province,Ngororero,Hindiro-Kageyo,Karambo-Nyagasozi and Kiribata- Giseke,Mucyabahinja,Muhembe,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.4,-1.819809,29.6066111,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8502,50220,Karambo,1114,Nyagasozi,998,Kiribata,789,Giseke,686,,0,,,8/4/18,,,,,,,,
006f100000a86ERAAY,1007427,Rwanda,Rwanda - Munyegera - 1007427,Complete,In Service,10/29/24,Western Province,Ngororero,Hindiro -Kavumu,"Marantima, Gitwa",Munyegera,Muhembe,,,Project Assessment - 2018.8.4,-1.82273,29.58247,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7637,47725,Munyegera,1114,Karambi,785,Muvugangoma,1222,Kiribata,984,Rugari,1320,,,8/4/18,,,,,,,,
006f100000a86ERAAY,1007427,Rwanda,Rwanda - Munyegera - 1007427,Complete,In Service,10/29/24,Western Province,Ngororero,Hindiro -Kavumu,"Marantima, Gitwa",Munyegera,Muhembe,,,Project Assessment - 2018.8.4,-1.82273,29.58247,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7637,47725,Munyegera,833,Karambi,700,,0,,0,,0,,,8/4/18,,,,,,,,
006f100000a86ESAAY,1007428,Rwanda,Rwanda - Kirombozi - 1007428,Rejected,Technical,12/14/18,Western Province,Ngororero,Gatumba,,Kirombozi,Kinani,,,Project Assessment - 2018.12.13,-1.929636,29.799125,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5128,33291,,0,,0,,0,,0,,0,,,12/13/18,,,,,,,,
006f100000a86ETAAY,1007429,Rwanda,Rwanda - Kwa Agnes - 1007429,Rejected,Technical,12/14/18,Western Province,Ngororero,Ngororero District ( Sovu sector ) - Rutsiro District ( Rusebeya Sector ),(Sovu sector )( Kanyana cell ) ( Mugobati village) - (Rusebeya Sector)(Mberi cell )( Gihinga cell ),Kwa Agnes,Satinsyi,,,Project Assessment - 2018.12.13,-1.9264167,29.5062222,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5109,31520,,0,,0,,0,,0,,0,,,12/13/18,,,,,,,,
006f100000a86EUAAY,1007430,Rwanda,Rwanda - Kamasiga - 1007430,Rejected,Technical,11/5/18,Western Province,Ngororero,Gatumba,Between Nyenyeri village and Gasave Village,Kamasiga,,,,Project Assessment - 2018.8.4,-1.92789109,29.63116618,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8735,44583,Nyenyeri,800,Byimama,700,Gasave,900,Nganzo,1000,,0,,,8/4/18,,,,,,,,
006f100000a86EVAAY,1007431,Rwanda,Rwanda - Kigufi - 1007431,Rejected,Vehicular Bridge Required,12/9/18,Western Province,Ngororero,Hindiro,Mparantima cell ( Mugesera village ),Kigufi,Kigufi,,,Project Assessment - 2018.12.8,-1.8153056,29.578056,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7560,48301,,0,,0,,0,,0,,0,,,12/8/18,,,,,,,,
006f100000a86EWAAY,1007432,Rwanda,Rwanda - Kazabe - 1007432,Rejected,Technical,11/5/18,Western Province,Ngororero,Ngororero,Murambi,Kazabe,,,,Project Assessment - 2018.8.4,-1.85795617,29.62374517,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8321,45170,Murambi,800,Kabuga,700,Butezi,600,,0,,0,,,8/4/18,,,,,,,,
006f100000a86EXAAY,1007433,Rwanda,Rwanda - Kibirira - 1007433,Rejected,Technical,11/5/18,Western Province,Ngororero,Gatumba,,Kibirira,,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.8.26,-1.9307222,29.6403611,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7740,44850,,0,,0,,0,,0,,0,,,8/26/18,,,,,,,,
006f100000bge7oAAA,1010406,Rwanda,Rwanda - Satinsyi - 1010406,Rejected,Vehicular Bridge Required,12/9/18,Western Province,Ngororero,Ngororero sector ( Kaseke cell ) - Matyazo sector ( Matare cell ),Kanyinya village ( Kaseke cell ) - Kanyenyeri village ( Matare cell ),Satinsyi,Satinsyi river,,,Project Assessment - 2018.12.8,-1.75995,29.66276667,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7462,45808,,0,,0,,0,,0,,0,,,12/8/18,,,,,,,,
006f100000c5pcIAAQ,1010941,Rwanda,Rwanda - Rwamamara - 1010941,Complete,In Service,9/9/19,Western Province,Ngororero,Ngororero sector - Kageyo sector,Rususa Cell ( Rususa village ) - Rwamamara cell ( Gasiza village ),Rwamamara,Satinsyi River,2019 Rwanda Research Pilot - Bridge Sites,Catchment Survey Program,Project Assessment - 2018.3.6,-1.83113,29.62303,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7451,48485,Gasiza,1500,Giseke,1000,Gaseke,900,Mubuga,800,,0,,,3/6/18,,,,,,,,
006f100000c5pcIAAQ,1010941,Rwanda,Rwanda - Rwamamara - 1010941,Complete,In Service,9/9/19,Western Province,Ngororero,Ngororero sector - Kageyo sector,Rususa Cell ( Rususa village ) - Rwamamara cell ( Gasiza village ),Rwamamara,Satinsyi River,2019 Rwanda Research Pilot - Bridge Sites,Catchment Survey Program,Project Assessment - 2018.12.9,-1.83113,29.62303,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7451,48485,,0,,0,,0,,0,,0,,,12/8/18,,,,,,,,
006f100000d6lDDAAY,1012823,Rwanda,Rwanda - Sodoma - 1012823,Complete,In Service,7/30/24,Western Province,Ngororero,Bambiro cell ( Nyange sector ) - Bitabage cell ( Ndaro sector ),"Bambiro cell, Bitabage cell",Sodoma,Secoko river,,,Project Assessment - 2018.8.17,-2.014133,29.614267,2600,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5681,34705,Kamuyobora,1500,Butare,300,Gakoma,400,Murambi,200,Gasave,200,,,8/17/18,,,,,,,,
006f100000d6lDDAAY,1012823,Rwanda,Rwanda - Sodoma - 1012823,Complete,In Service,7/30/24,Western Province,Ngororero,Bambiro cell ( Nyange sector ) - Bitabage cell ( Ndaro sector ),"Bambiro cell, Bitabage cell",Sodoma,Secoko river,,,Project Assessment - 2018.12.8,-2.014133,29.614267,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5681,34705,Kamuyobora,1500,Butare,300,Gakoma,400,Murambi,200,Gasave,200,,,12/8/18,,,,,,,,
006f100000d7EatAAE,1013353,Rwanda,Rwanda - Kivomo - 1013353,Complete,In Service,10/10/19,Western Province,Ngororero,Nyange sector ( Vuganyana cell ) - Ndaro Sector ( Kibanda cell ),Karambo village ( Vuganyana cell ) - Rwambogo village ( Kibanda cell ),Kivomo,Secoko river,2019 Rwanda Research Pilot - Bridge Sites,,Project Assessment - 2018.9.10,-2.026616,29.57632,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5703,32538,Rwambogo,356,Nyagatama,550,Karambo,862,,0,,0,,,9/10/18,,,,,,,,
006f100000d7EatAAE,1013353,Rwanda,Rwanda - Kivomo - 1013353,Complete,In Service,10/10/19,Western Province,Ngororero,Nyange sector ( Vuganyana cell ) - Ndaro Sector ( Kibanda cell ),Karambo village ( Vuganyana cell ) - Rwambogo village ( Kibanda cell ),Kivomo,Secoko river,2019 Rwanda Research Pilot - Bridge Sites,,Project Assessment - 2018.12.9,-2.026616,29.57632,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5703,32538,,0,,0,,0,,0,,0,,,12/8/18,,,,,,,,
006f100000d7Pq8AAE,1013450,Rwanda,Rwanda - Muganza - 1013450,Rejected,Technical,11/10/18,Western Province,Ngororero,Nyange sector,Nyarusange village - muganza village ( both in Nsibo cell .),Muganza,Muganza,,,Project Assessment - 2018.9.15,-2.04927,29.5796,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4477,31016,Nyarusange,1345,Vuganyana,1249,Muganza,1356,,0,,0,,,9/15/18,,,,,,,,
006f100000d7PqDAAU,1013451,Rwanda,Rwanda - Kivomo - 1013451,Rejected,Technical,12/31/18,Western Province,Ngororero,Nyange sector,Nyagatama village ( vuganyana cell )-Mbobo village ( vuganyana cell ),Kivomo,Secoko,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.9.15,-2.02839,29.57274,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5713,31897,Mbobo,646,Mpanga,1528,Karambo,488,Nyagatama,887,,0,,,9/15/18,,,,,,,,
006f100000d7PqSAAU,1013452,Rwanda,Rwanda - Rukombe - 1013452,Rejected,Technical,12/31/18,Western Province,Ngororero,Ndaro sector,Rutonde village ( Bijyojyo cell ) - Masoro village ( Kabageshi cell ),Rukombe,Kintiti,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Pre-Assessment - 2023.11.29,-1.9891,29.6047,4257,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6141,36311,Masoro,839,Rutonde,960,Kavumu,861,Gasave,832,Ruhanga,765,,0,11/29/23,,0,,0,,0,,0
006f100000d7PqSAAU,1013452,Rwanda,Rwanda - Rukombe - 1013452,Rejected,Technical,12/31/18,Western Province,Ngororero,Ndaro sector,Rutonde village ( Bijyojyo cell ) - Masoro village ( Kabageshi cell ),Rukombe,Kintiti,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Pre-Assessment - 2024.10.7,-1.9891,29.6047,4131,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6141,36311,Rutonde,1334,Kibuga,875,Gasave,645,Masoro,735,Gasharu,542,,0,10/7/24,,0,,0,,0,,0
006f100000d7PqSAAU,1013452,Rwanda,Rwanda - Rukombe - 1013452,Rejected,Technical,12/31/18,Western Province,Ngororero,Ndaro sector,Rutonde village ( Bijyojyo cell ) - Masoro village ( Kabageshi cell ),Rukombe,Kintiti,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.9.15,-1.9891,29.6047,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6141,36311,Rutonde,580,Masoro,706,Gasave,420,Birima,565,Bijyojyo,330,,,9/15/18,,,,,,,,
006f100000d7PqrAAE,1013453,Rwanda,Rwanda - Kiriza - 1013453,Rejected,Technical,11/16/18,Western Province,Ngororero,Nyange sector ( Ngororero District ) - Mushishiro sector ( Muhanga district ),Nyarushubi village ( Bambiro cell ) - Bahimba village ( Rwasare cell ),Kiriza,Nyabarongo,,,Project Assessment - 2018.9.15,-2.03409,29.63099,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5105,32249,Nyarushubi,1746,Gakoma,1223,Bugabe,814,Muzi,905,Murambi,831,,,9/15/18,,,,,,,,
006f100000d7PqwAAE,1013454,Rwanda,Rwanda - Nyabisindu - 1013454,Rejected,Technical,11/5/18,Western Province,Ngororero,Nyange sector ( Ngororero District) - Murundi sector ( Karongi district ),Gaseke village ( Gaseke cell ) - Kirehe village (Kamina cell ),Nyabisindu,Nyamitanga,,,Project Assessment - 2018.9.15,-2.08128,29.61731,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4525,30498,Gaseke,1296,Giko,789,Dutwe,931,Ngobagoba,1107,Kirehe,750,,,9/15/18,,,,,,,,
006f100000d7Pr1AAE,1013455,Rwanda,Rwanda - Karuhanga - 1013455,Complete,In Service,1/19/23,Western Province,Ngororero,Ndaro sector,Gasharu village ( Bitabage cell ) - Kimirehe village ( kibanda cell ),Karuhanga,Cyajongo,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.15,-2.00323,29.5765,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6195,33984,Gasharu,890,Runyoni,852,Rwamikeri,564,Kimirehe,642,Butambiro,987,,,9/15/18,,,,,,,,
006f100000d7Pr6AAE,1013456,Rwanda,Rwanda - Cyahafi - 1013456,Rejected,Technical,12/31/18,Western Province,Ngororero,Bwira sector,Cyahafi village ( Cyahafi cell ) - Kabirizi village ( ruhindage cell ),Cyahafi,Rubindi,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.9.15,-1.92556,29.60749,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6715,42950,Cyahafi,1574,Mwiha,542,Nyarutare,652,Kabirizi,852,,0,,,9/15/18,,,,,,,,
006f100000d7PrBAAU,1013457,Rwanda,Rwanda - Kivugiza - 1013457,Complete,In Service,5/29/20,Western Province,Ngororero,Bwira sector,Kurushishi village- Mukingi village ( Both villages are in Kabarondo cell ),Kivugiza,Nyamahura,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.9.15,-1.94955,29.56793,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6169,36463,Kurushishi,545,Mukingi,546,Gitarama,564,Bereshi,549,Rutembo,452,,,9/15/18,,,,,,,,
006f100000d7PrGAAU,1013458,Rwanda,Rwanda - Kireka - 1013458,Rejected,Technical,11/5/18,Western Province,Ngororero,Bwira sector,Kurushishi village - bereshi village ( both villages are in Kabarondo cell ),Kireka,Rubindi,,,Project Assessment - 2018.9.15,-1.96626,29.57464,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5494,37781,Kurushishi,1464,Bereshi,464,Rusebeye,853,Mukingi,845,Rwamakara,646,,,9/15/18,,,,,,,,
006f100000d7PrLAAU,1013459,Rwanda,Rwanda - Rugeshi - 1013459,Complete,In Service,5/31/21,Western Province,Ngororero,Bwira - Sovu,Rugeshi village ( GASHUBI cell ) - Ruganda village ( Kanyana cell ),Rugeshi,Satinsyi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,Catchment Survey Program,Project Assessment - 2018.9.15,-1.96038,29.54036,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5826,29577,Rugeshi,1380,Ruhuha,546,Kideberi,528,Ngugu,545,Ruganda,679,,,9/15/18,,,,,,,,
006f100000d7PrQAAU,1013460,Rwanda,Rwanda - Gasasa - 1013460,Complete,In Service,5/19/21,Western Province,Ngororero,Bwira - Sovu,Gasasa village ( GASHUBI cell ) - Ruganda village ( Kanyana cell ),Gasasa,Satinsyi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,Catchment Survey Program,Project Assessment - 2018.9.15,-1.95373,29.54198,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6260,31511,Ruganda,1150,Gasasa,789,Ngugu,679,Bitaba,646,Gahombo,789,,,9/15/18,,,,,,,,
006f100000d7PrVAAU,1013461,Rwanda,Rwanda - Nyabiyonga - 1013461,Complete,In Service,12/15/21,Western Province,Ngororero,Bwira - Sovu,Rutembo village ( Bungwe cell )- gisiza village ( rutovu cell ),Nyabiyonga,Satinsyi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.15,-1.94216,29.55835,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6186,35795,Rutembo,1354,Gasiza,897,Gasasa,1234,Rukeri,694,Bereshi,789,,,9/15/18,,,,,,,,
006f100000d7ayMAAQ,1013539,Rwanda,Rwanda - Nyanza - 1013539,Rejected,Technical,12/31/18,Western Province,Ngororero,Kabaya ( Ngororero ) - Muringa ( Nyabihu ),Nyanza village - Kamajanga village,Nyanza,Giciye,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.9.22,-1.74082,29.53777,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,12433,50203,Nyanza,1180,Kamajanga,580,Gisoro,653,Kimisagara,745,Muremure,908,,,9/22/18,,,,,,,,
006f100000d7ayRAAQ,1013540,Rwanda,Rwanda - Rubambira - 1013540,Rejected,Technical,11/5/18,Western Province,Ngororero,Kabaya sector - Kavumu sector,Rubambiro village ( Mwendo cell ) - Buhuma village ( BIREMBO cell ),Rubambira,Muhembe river,,,Project Pre-Assessment - 2022.3.7,-1.820212,29.548025,3200,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7719,47655,Buhuma,1800,Rubambiro,1400,,0,,0,,0,,0,3/7/22,,0,,0,,0,,0
006f100000d7ayRAAQ,1013540,Rwanda,Rwanda - Rubambira - 1013540,Rejected,Technical,11/5/18,Western Province,Ngororero,Kabaya sector - Kavumu sector,Rubambiro village ( Mwendo cell ) - Buhuma village ( BIREMBO cell ),Rubambira,Muhembe river,,,Project Pre-Assessment - 2024.11.27,-1.820212,29.548025,4961,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7719,47655,Ribambiro,1000,Buhuma,1500,Nyabarinda,700,Kantobo,800,Gisebeya,961,,0,11/27/24,,0,,0,,0,,0
006f100000d7ayRAAQ,1013540,Rwanda,Rwanda - Rubambira - 1013540,Rejected,Technical,11/5/18,Western Province,Ngororero,Kabaya sector - Kavumu sector,Rubambiro village ( Mwendo cell ) - Buhuma village ( BIREMBO cell ),Rubambira,Muhembe river,,,Project Assessment - 2018.9.22,-1.820212,29.548025,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7719,47655,Rubambiro,1545,Nyabarinda,608,Bukonde,959,Kantobo,750,Gashaki,541,,,9/22/18,,,,,,,,
006f100000d7aygAAA,1013541,Rwanda,Rwanda - Buhito - 1013541,Complete,In Service,3/12/20,Western Province,Ngororero,Muhanda- kabaya,Gisebeya village ( Nganzo cell ) - Rubambiro village ( Mwendo cell ),Buhito,Buhito,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.9.22,-1.81792,29.54411,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7686,48223,Gisebeya,1412,Rubambiro,923,,0,,0,,0,,,9/22/18,,,,,,,,
006f100000d7azKAAQ,1013547,Rwanda,Rwanda - Gitaba - 1013547,Rejected,Technical,12/31/18,Western Province,Ngororero,Kabaya,Bukonde village ( Nyenyeri cell ) - Gitaba village ( Busunzu cell ),Gitaba,Gitare,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.9.22,-1.77412,29.57416,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7243,52645,Gitaba village,894,Bukonde,1121,Kabere,985,Kabusizi,752,Kirwa,854,,,9/22/18,,,,,,,,
006f100000dhpCRAAY,1012543,Rwanda,Rwanda - Gasumo - 1012543,Rejected,Technical,11/5/18,Western Province,Ngororero,Muhororo,Between Gashonyi and Murambi,Gasumo,,,,Project Assessment - 2018.8.4,-1.88597,29.65868,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6515,43368,Murambi,782,Gashonyi,640,Gasovu,740,,0,,0,,,8/4/18,,,,,,,,
006f100000dhpCWAAY,1012544,Rwanda,Rwanda - Gasovu - 1012544,Rejected,Technical,12/11/18,Western Province,Ngororero,Muhororo-Ngororero,Gasovu -Rwambarira,Gasovu,,,,Project Assessment - 2018.8.4,-1.88597,29.651,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6259,44802,Gasovu,680,Murambi,1200,Gashonyi,640,Nyabigogoro,630,Rwambariro,700,,,8/4/18,,,,,,,,
006f100000dhpCbAAI,1012545,Rwanda,Rwanda - Rwasare - 1012545,Rejected,Technical,11/5/18,Western Province,Ngororero,Gatumba sector,Between Mataba village and Rwasare village,Rwasare,,,,Project Assessment - 2018.8.4,-1.93678,29.63541,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8221,43920,Mataba,430,Rwasare,600,Musagara,720,,0,,0,,,8/4/18,,,,,,,,
006f100000dhpCgAAI,1012546,Rwanda,Rwanda - Nyarubande - 1012546,Rejected,Technical,11/10/18,Western Province,Ngororero,Between Muhororo Sector and Ngororero Sector,Between Kansi village and Cyansi Village,Nyarubande,,,,Project Assessment - 2018.8.4,-1.88360333,29.62528667,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7219,44902,Kansi,923,Cyansi,1000,,0,,0,,0,,,8/4/18,,,,,,,,
