"Opportunity Name","Randomized Order","Research Initiative","Bridge Name","GPS (Latitude)","GPS (Longitude)","Level 1 Government","Level 3 Government","Level 4 Government","Stage","Sub-Stage","Individuals Directly Served","Bridge Type","Span (m)","Ground Breaking Date","Close Date","CaseSafeID","Project Code","Close Month","B2P Fiscal Year","Level 2 Government"
"Rwanda - Rwaninka - 1013736","11","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Rwaninka","-2.7331620000","29.5206080000","Southern Province","Munini-Ruheru","Ntwali-Gite","Identified","","3580","Suspended Bridge","108.0","12/5/2024","3/20/2025","006f100000d7jImAAI","1013736","3/1/2025","2025","Nyaruguru"
"Rwanda - Gashasho - 1007600","6","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Gashasho","-1.7133300000","29.3925000000","Western Province","Kanama","Karambo/ndongoshoru","Complete","In Service","1013","Suspended Bridge","62.0","8/15/2022","12/14/2022","006f100000a86HEAAY","1007600","12/1/2022","2023","Rubavu"
"Rwanda - Mucyuzi - 1014006","7","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Mucyuzi","-1.6943500000","29.3010200000","Western Province","Nyundo","Terimbere/rambura","Identified","","857","Other","12.0","6/29/2022","9/24/2022","006f100000d1e0iAAA","1014006","9/1/2022","2022","Rubavu"
"Rwanda - Mushepari - 1012811","2","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Mushepari","-1.6963880000","29.2730550000","Western Province","Rugerero","Rwaza/gateko-rwaza/mushoko","Complete","In Service","1900","Suspension Bridge","42.0","8/15/2022","11/1/2022","006f100000d6kvJAAQ","1012811","11/1/2022","2023","Rubavu"
"Rwanda - Gihororo - 1010427","1","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Gihororo","-2.1211700000","29.6109000000","Southern Province","kinihira","Bweramvura","Complete","In Service","1408","Suspension Bridge","120.0","4/24/2023","6/26/2023","006f100000bh0JKAAY","1010427","6/1/2023","2023","Ruhango"
"Rwanda - Gaseke - 1013747","3","Rwanda Full Scale Research - Randomized and Baselined - Long Term Control","Gaseke","-1.6608200000","30.0507600000","Northern Province","Kisaro","Gitatsa-Kigarama","Identified","","4830","","","","12/31/2018","006f100000d7kjZAAQ","1013747","12/1/2018","2018","Rulindo"
"Rwanda - Gihinga - 1007637","13","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Gihinga","-1.7531780000","30.0197890000","Northern Province","Cyinzuzi","KIDOGO","Complete","In Service","3861","Suspended Bridge","110.0","8/8/2023","11/3/2023","006f100000a86HpAAI","1007637","11/1/2023","2024","Rulindo"
"Rwanda - Gitovu - 1007649","2","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Gitovu","-1.6226900000","29.8903600000","Northern Province","Base-Cyungo","Rwamahwa/ Cyungo","Complete","In Service","2155","Suspended Bridge","75.0","7/11/2022","10/8/2022","006f100000a86I1AAI","1007649","10/1/2022","2023","Rulindo"
"Rwanda - Kabuga - 1013762","4","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Kabuga","-1.8204000000","30.0140100000","Northern Province","Murambi-Ngoma","Mvuzo-Munyarwanda","Complete","In Service","1462","Suspended Bridge","40.0","7/11/2022","12/10/2022","006f100000d7ktAAAQ","1013762","12/1/2022","2023","Rulindo"
"Rwanda - Mitabi - 1007647","7","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Mitabi","-1.7481700000","30.0308100000","Northern Province","Burega","Karengeri","Complete","In Service","2832","Suspended Bridge","50.0","8/1/2023","10/29/2023","006f100000a86HzAAI","1007647","10/1/2023","2024","Rulindo"
"Rwanda - Muduha - 1007617","5","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Muduha","-1.7244100000","30.0589000000","Northern Province","Burega-Buyoga","Rutangamundu-Gahororo","Complete","In Service","800","Suspension Bridge","52.0","7/11/2022","10/28/2022","006f100000a86HVAAY","1007617","10/1/2022","2023","Rulindo"
"Rwanda - Mukaka - 1012800","1","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Mukaka","-1.6214700000","29.9671200000","Northern Province","Rukozo-Miyove","Mbuye-Miyove","Complete","In Service","2456","Suspension Bridge","118.0","3/7/2022","6/10/2022","006f100000d6kr4AAA","1012800","6/1/2022","2022","Rulindo"
"Rwanda - Nyarurama - 1007630","9","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Nyarurama","-1.7549700000","30.0842200000","Northern Province","Ntarabana-Mutete","Nyarurama-Kagarama","Complete","In Service","2556","Suspended Bridge","103.0","8/1/2023","10/22/2023","006f100000a86HiAAI","1007630","10/1/2023","2024","Rulindo"
"Rwanda - Rusumo - 1013737","12","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Rusumo","-1.6541300000","30.0151700000","Northern Province","Kisaro_Miyove","Sayo_Gakenke","Complete","In Service","4340","Suspended Bridge","59.0","8/21/2023","11/17/2023","006f100000d7jMtAAI","1013737","11/1/2023","2024","Rulindo"
"Rwanda - Kabingo1 - 1014099","2","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Kabingo1","-2.5883670000","29.0953240000","Western Province","Butare","Gatereri/nyakibanda","Complete","In Service","6500","Suspended Bridge","98.0","6/20/2022","10/6/2022","006f100000d1fWJAAY","1014099","10/1/2022","2023","Rusizi"
"Rwanda - Kiyovu-buhanda - 1014094","3","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Kiyovu-buhanda","-2.7018300000","29.0302900000","Western Province","Bugarama","Pera/buhanga","Complete","In Service","1259","Hybrid Suspension Bridge","86.0","6/20/2022","11/3/2022","006f100000d1fVpAAI","1014094","11/1/2022","2023","Rusizi"
"Rwanda - Rwengezi - 1014104","1","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Rwengezi","-2.5874400000","29.1061100000","Western Province","Butare","Rwambogo","Complete","In Service","5996","Suspended Bridge","120.0","6/1/2022","9/22/2022","006f100000d1fjmAAA","1014104","9/1/2022","2023","Rusizi"
"Rwanda - Bahimba - 1013626","9","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Bahimba","-1.7628000000","29.3077700000","Western Province","Kivumu","Kabere/burambo","Complete","In Service","1428","Suspended Bridge","64.0","10/24/2022","1/27/2023","006f100000d7iQBAAY","1013626","1/1/2023","2023","Rutsiro"
"Rwanda - Bukungu - 1013639","8","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Bukungu","-1.8049500000","29.3045200000","Western Province","Kigeyo","Buhindure","Complete","In Service","6052","Suspended Bridge","48.0","10/17/2022","1/23/2023","006f100000d7iU8AAI","1013639","1/1/2023","2023","Rutsiro"
"Rwanda - Gakoyi - 1013654","4","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Gakoyi","-1.8543700000","29.2859700000","Western Province","Bushonyi","Kaguriro","Cancelled","","660","","","","12/31/2024","006f100000d7iXbAAI","1013654","12/1/2024","2025","Rutsiro"
"Rwanda - Rusayo - 1012004","10","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Rusayo","-1.9622200000","29.4613880000","Western Province","Rusebeya-manihira-mushubati","Kabona/byiniro-haniro/rukondo-gitwa/rububa","Complete","In Service","2200","Suspended Bridge","108.0","10/17/2022","1/31/2023","006f100000cx4bNAAQ","1012004","1/1/2023","2023","Rutsiro"
"Rwanda - Rutanzogera - 1007672","11","Rwanda Full Scale Research - Randomized and Baselined - Intervention","Rutanzogera","-1.9555500000","29.9516600000","Western Province","Rusebeya","Ruronde-gashubi","Complete","In Service","3437","Suspended Bridge","82.0","10/17/2022","5/5/2023","006f100000a86IOAAY","1007672","5/1/2023","2023","Rutsiro"
