Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10,geometry,WorldPop_1km,WorldPop_1_5km,WorldPop_2km,WorldPop_2_5km,WorldPop_3km,WorldPop_1km_unproj,WorldPop_1_5km_unproj,WorldPop_2km_unproj,WorldPop_2_5km_unproj,WorldPop_3km_unproj
006f100000eeqsYAAQ,1014314,Rwanda,Rwanda - Gatovu - 1014314,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Rugalika,Sheli,Gatovu,Rwimondo,,,Project Assessment - 2018.11.15,-1.985042,29.951748,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5297.0,40996.0,Gatovu,3012.0,Kagangayire,2560.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (494632.34990086616 4780526.407987044),3086.93,5318.64,9273.58,13878.55,20151.5,3136.88,5336.01,9386.86,14241.54,20754.47
006f100000eeqssAAA,1014315,Rwanda,Rwanda - Kibanza - 1014315,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Gacurabwenge,Gihira,Kibanza,Gikoro,,,Project Assessment - 2018.11.15,-1.951433,29.878932,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6032.0,43101.0,Kibanza,966.0,Entire karama sector,0.0,"Mbizi, kigarama",1680.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (486531.87259910634 4784241.964959125),1221.07,2720.97,5434.32,9801.92,15627.11,1242.9,2776.55,5598.09,10075.73,15944.89
006f100000eeqt7AAA,1014316,Rwanda,Rwanda - Mataba - 1014316,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Gacurabwenge,Nkingo,Mataba,Bahimba stream,,,Project Assessment - 2018.11.15,-2.005117,29.917354,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7264.0,37311.0,Mataba,3505.0,Nyagagasozi,2800.0,Runda sector and Rugalika sector,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (490806.40110808314 4778306.670657278),2292.26,6848.93,11629.26,16316.54,21465.74,2244.49,6945.26,11844.57,16562.36,21837.46
006f100000eescbAAA,1014318,Rwanda,Rwanda - Gisizi - 1014318,Prospecting,,6/30/25,Southern Province,Kamonyi,Kayenzi,"Kirwa, Marembo",Gisizi,Nyakavugo,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.11.16,-1.870868,29.877686,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4012.0,36670.0,Gisizi,885.0,Nyabitare,657.0,Gasamba,1200.0,Gitwa,1335.0,Kingunga,1140.0,Ruheka,1140.0,11/15/18,,,,,,,,,POINT (486392.62779071205 4793149.600509642),1349.03,2133.08,3772.86,6365.08,10650.05,1409.7,2241.1,3872.28,6527.36,10795.25
006f100000eesclAAA,1014319,Rwanda,Rwanda - Ruheka - 1014319,Rejected,Technical,11/16/18,Southern Province,Kamonyi,Kayenzi,Kirwa,Ruheka,Nkomane,,,Project Assessment - 2018.11.15,-1.883957,29.850548,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6292.0,35114.0,Ruheka,759.0,Kabana,800.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (483373.65608291235 4791702.184244872),1982.23,4522.13,7947.02,11692.4,16356.98,2043.24,4648.0,7956.3,11944.1,16616.69
006f100000eescqAAA,1014320,Rwanda,Rwanda - Munyegera - 1014320,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Kayenzi,Bugarama,Munyegera,Bahimba,,,Project Assessment - 2018.11.15,-1.915772,29.866533,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7090.0,41159.0,Bugarama cell,5030.0,Kayonza cell,0.0,Mataba cell,0.0,Muganza cell,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (485152.241976991 4788184.711381652),1700.13,4318.42,7663.87,11541.56,16687.73,1737.51,4477.63,7827.51,11703.73,17019.36
006f100000eescvAAA,1014321,Rwanda,Rwanda - Nyenyeri - 1014321,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Karama,Bunyonga,Nyenyeri,Busogwe,,,Project Assessment - 2018.11.15,-1.939737,29.843622,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5732.0,39214.0,Nyenyeri,750.0,Bunyonga,890.0,Kavumu,560.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (482603.7071233517 4785534.808311711),1090.35,2840.22,5636.81,9051.02,13257.33,1113.04,2883.8,5683.11,9176.71,13294.36
006f100000eesd5AAA,1014322,Rwanda,Rwanda - Bunyonga 1 - 1014322,Complete,In Service,9/23/22,Southern Province,Kamonyi,Karama,Bunyonga,Bunyonga 1,Rusogwe,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.11.16,-1.934919,29.819397,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6023.0,36797.0,Bunyonga,1116.0,Nyarurembo,1307.0,Gaji,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (479908.72841948573 4786067.242420794),1567.3,3475.21,6658.72,10526.8,14682.39,1602.26,3443.07,6614.52,10553.81,14866.64
006f100000eesdAAAQ,1014323,Rwanda,Rwanda - Bunyonga 2 - 1014323,Rejected,Vehicular Bridge Required,11/29/18,Southern Province,Kamonyi,Karama,Bunyonga,Bunyonga 2,Kayumbo,,,Project Assessment - 2018.11.15,-1.939927,29.818313,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5964.0,36091.0,Bunyonga,500.0,Kayumbo sector,0.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (479788.1972508091 4785513.519798895),1547.17,3704.76,6461.7,10119.46,14549.79,1541.73,3760.43,6521.92,10145.77,14605.18
006f100000eesdKAAQ,1014324,Rwanda,Rwanda - Kinkeri - 1014324,Rejected,Vehicular Bridge Required,11/29/18,Southern Province,Kamonyi,Karama,Bitare,Kinkeri,Gatimbazi,,,Project Assessment - 2018.11.15,-1.977729,29.850108,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4802.0,35085.0,Kinkeri( karama sector ),600.0,Musambira sector,0.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (483325.62041353254 4781334.292077874),920.22,2522.47,5475.17,8923.2,13248.92,940.16,2559.36,5643.12,9084.93,13491.28
006f100000eesdPAAQ,1014325,Rwanda,Rwanda - Karama - 1014325,Rejected,Technical,11/16/18,Southern Province,Kamonyi,Gacurabwenge,Gihinga,Karama,Bureranyana,,,Project Assessment - 2018.11.15,-1.980126,29.905502,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6864.0,45569.0,Karama,1147.0,Kagarama,1219.0,Ryabitana,1464.0,Nyarunyinya,974.0,"Gahira cell, karama sector and kayenzi",0.0,,,11/15/18,,,,,,,,,POINT (489487.8167480729 4781069.722056645),1334.61,3767.92,8204.91,13233.31,19228.98,1363.89,3870.75,8460.53,13538.12,19477.84
006f100000eesdUAAQ,1014326,Rwanda,Rwanda - Rugobagoba - 1014326,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Gacurabwenge,Kigembe,Rugobagoba,Kibuza,,,Project Assessment - 2018.11.15,-2.001263,29.888983,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6887.0,39014.0,Rugobagoba,1600.0,Rubona,1470.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (487650.3588881328 4778732.600710927),2201.45,5284.61,9960.48,13733.46,19324.16,2123.27,5346.44,10233.57,14150.53,19770.19
006f100000eesdZAAQ,1014327,Rwanda,Rwanda - Raro - 1014327,Rejected,Vehicular Bridge Required,11/29/18,Southern Province,Kamonyi,Ngamba,Kabuga,Raro,Cyogo,,,Project Assessment - 2018.11.15,-1.896261,29.951448,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5313.0,40854.0,Raro,600.0,Kamuhoza( Runda sector),0.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (494598.6956018591 4790342.436698926),1110.67,2939.17,6097.53,10127.91,15267.64,1143.21,2984.63,6308.74,10392.37,15621.52
006f100000eesiPAAQ,1014328,Rwanda,Rwanda - Kagarama - 1014328,Rejected,Technical,11/15/18,Southern Province,Kamonyi,Gacurabwenge,Gihinga,Kagarama,Rwabashyashya,,,Project Assessment - 2018.11.16,-1.984548,29.931428,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7182.0,43000.0,Kagarama,1219.0,Ryabitana,1464.0,Karama,1147.0,Rugogwe,1580.0,Karehe,1230.0,,,11/15/18,,,,,,,,,POINT (492371.9088039598 4780580.947090281),2917.84,5395.61,9441.16,15104.31,20139.86,3015.41,5466.31,9610.83,15341.12,20359.21
006f100000eesiUAAQ,1014329,Rwanda,Rwanda - Kabuga (Fukwe) - 1014329,Rejected,Technical,12/31/18,Southern Province,Kamonyi,Ngamba,Kabuga,Kabuga (Fukwe),Nyabarongo,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.11.16,-1.872181,29.92942,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5909.0,37295.0,Kabuga cell,6500.0,Kijabago cell,0.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (492148.01962681685 4793004.745627651),1905.63,4178.35,6876.3,10182.53,14191.07,1821.65,4152.45,6916.92,10346.05,14302.84
006f100000eesiZAAQ,1014330,Rwanda,Rwanda - Rushikiri - 1014330,Complete,In Service,12/22/23,Southern Province,Kamonyi,Rukoma,Murehe,Rushikiri,Nyakagunda,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.11.16,-1.937733,29.9489,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,10421.0,49440.0,Entire cell of Murehe,4580.0,Kabagesera,560.0,Gihara,980.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (494315.37287044735 4785757.0973915225),1105.88,4909.55,9898.64,13959.04,19581.04,1059.82,4839.1,9934.65,14338.72,20055.87
006f100000eesieAAA,1014331,Rwanda,Rwanda - Rubare - 1014331,Rejected,Vehicular Bridge Required,11/29/18,Southern Province,Kamonyi,Rukoma,Gishyeshye,Rubare,Gikoro,,,Project Assessment - 2018.11.16,-1.908306,29.881692,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5788.0,44800.0,Rubare,800.0,,0.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (486838.57579276536 4789010.3112335205),1200.46,2830.56,6329.19,10540.27,15016.35,1219.79,2919.51,6435.24,10803.96,15365.98
006f100000eesitAAA,1014332,Rwanda,Rwanda - Kigabiro 1 - 1014332,Rejected,Technical,11/16/18,Southern Province,Kamonyi,Runda,Muganza,Kigabiro 1,Kabira,,,Project Assessment - 2018.11.16,-1.964977,29.975556,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7411.0,40668.0,Kigabiro,1813.0,Ruyenzi,2150.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (497280.76760845515 4782744.943824512),6511.3,13881.26,20520.88,26643.5,32506.25,6486.47,13974.02,20774.66,27225.71,33295.38
006f100000eesiyAAA,1014333,Rwanda,Rwanda - Kigabiro 2 - 1014333,Rejected,Technical,11/16/18,Southern Province,Kamonyi,Runda,Muganza,Kigabiro 2,Kabira,,,Project Assessment - 2018.11.16,-1.960603,29.972412,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7830.0,41063.0,Kigabiro,1813.0,Musebeya,1244.0,,0.0,,0.0,,0.0,,,11/15/18,,,,,,,,,POINT (496931.01052212814 4783228.547649489),4589.14,11559.09,17940.19,26597.52,33486.27,4625.32,11690.34,18262.02,26949.44,34161.02
006f100000eesorAAA,1014334,Rwanda,Rwanda - Nyaruhoko - 1014334,Rejected,Technical,11/16/18,Southern Province,Kamonyi,Runda,Muganza,Nyaruhoko,Kayobora,,,Project Assessment - 2018.11.16,-1.969472,29.959591,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6243.0,42435.0,Nyaruhoko,740.0,Kigabiro,1813.0,Muhambara,1240.0,,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (495504.779357114 4782247.9216885185),1788.81,5069.57,9537.81,17572.14,28300.89,1901.32,5281.19,9733.08,17827.32,28541.12
006f100000eessFAAQ,1014335,Rwanda,Rwanda - Muza - 1014335,Complete,In Service,10/21/22,Southern Province,Kamonyi,Kayenzi,Kayonza,Muza,Nyabubindi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.11.16,-1.926209,29.8142,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6257.0,35981.0,Kayonza cell,8500.0,Gaji,890.0,Ryagasenyi,760.0,,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (479330.4783273254 4787030.201696877),1674.19,4138.95,7181.54,10644.1,14566.75,1700.95,4194.88,7294.78,10675.42,14819.44
006f100000eessKAAQ,1014336,Rwanda,Rwanda - Nyamabuye - 1014336,Rejected,Technical,11/17/18,Southern Province,Kamonyi,Rukoma,Gishyeshye,Nyamabuye,Kaganga,,,Project Assessment - 2018.11.16,-1.931734,29.894059,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7765.0,50497.0,Nyamabuye,1474.0,Gisheshye,960.0,Murambi,1268.0,,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (488214.5310563505 4786420.092162319),1910.51,4730.04,9259.08,13792.67,19484.62,1930.24,4744.67,9407.65,14202.47,20103.15
006f100000eessPAAQ,1014337,Rwanda,Rwanda - Kireka - 1014337,Rejected,Vehicular Bridge Required,11/30/18,Southern Province,Kamonyi,Mugina,Mugina,Kireka,Rain water channnel,,,Project Assessment - 2018.11.16,-2.119285,29.997436,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3312.0,20997.0,Kireka,1026.0,,0.0,,0.0,,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (499714.7992713189 4765683.9567288505),1025.55,2082.4,3440.01,5983.08,9126.58,1008.99,2134.79,3631.37,6274.0,9380.45
006f100000eessUAAQ,1014338,Rwanda,Rwanda - Bukimba - 1014338,Rejected,Vehicular Bridge Required,11/30/18,Southern Province,Kamonyi,Runda,Gihara,Bukimba,Rain water stream,,,Project Assessment - 2018.11.16,-1.943021,29.982635,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5110.0,41753.0,Bukimba,1383.0,Ruyigi,0.0,,0.0,,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (498068.23420966376 4785172.50815183),3021.97,5886.73,10471.54,22608.85,35338.31,3117.34,6020.29,10567.69,22640.02,35991.05
006f100000eesseAAA,1014339,Rwanda,Rwanda - Mikamba~nyaruhengeri - 1014339,Rejected,Technical,11/17/18,Southern Province,Kamonyi,Mugina,Mbati,Mikamba~nyaruhengeri,Kavunja,,,Project Assessment - 2018.11.16,-2.126854,29.946166,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4906.0,31460.0,Mbati cell,12560.0,Jenda cell,10500.0,Mukinga cell,0.0,Nteko cell,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (494011.92527187243 4764846.9880304085),1260.38,4290.97,10390.41,17757.32,22502.91,1303.79,4511.11,10501.03,17934.29,22633.38
006f100000eessjAAA,1014340,Rwanda,Rwanda - Kigende - 1014340,Rejected,Technical,11/30/18,Southern Province,Kamonyi,Kigarama,Cyanya,Kigende,Nyagahama,,,Project Assessment - 2018.11.16,-2.362459,30.642264,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3107.0,16842.0,Kigende,418.0,,0.0,,0.0,,0.0,,0.0,,,11/16/18,,,,,,,,,POINT (571430.4968055503 4738780.940189834),756.75,3122.85,4934.45,7791.87,13091.35,716.65,3063.22,5080.88,7799.55,13387.93
006f100000eevN9AAI,1014446,Rwanda,Rwanda - Akanyaru - 1014446,Rejected,Technical,11/29/18,Southern Province,Kamonyi,Mugina,Jenda/nyamurenga,Akanyaru,Akanyaru,,,Project Assessment - 2018.11.19,-2.14197,29.98984,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3192.0,24215.0,Nyamurenga,1506.0,,0.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (498869.89195739623 4763175.791798594),793.25,2343.48,4208.67,6938.37,10359.87,785.93,2370.29,4341.85,7126.62,10591.71
006f100000eevNEAAY,1014447,Rwanda,Rwanda - Ntasi - 1014447,Rejected,Technical,11/29/18,Southern Province,Kamonyi,Mugina,Nteko/ntasi,Ntasi,Swampy,,,Project Assessment - 2018.11.19,-2.09453,29.9943,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4033.0,23462.0,Ntasi,1850.0,,0.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (499365.96340771986 4768420.985431388),2272.63,3557.01,5421.22,7297.15,10108.49,2295.53,3592.7,5547.73,7498.35,10417.88
006f100000eevORAAY,1014449,Rwanda,Rwanda - Ngugu - 1014449,Rejected,Technical,11/19/18,Southern Province,Kamonyi,Nyamiyaga,Kidahwe/rwezamenyo,Ngugu,Ngugu,,,Project Assessment - 2018.11.19,-2.05618,29.92399,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4943.0,30406.0,Rwezamenyo,1609.0,Magu,1098.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (491544.8602419498 4772660.940623064),1971.3,4936.59,7798.06,11306.19,16654.55,2013.26,5055.97,7928.86,11543.1,16956.02
006f100000eevdqAAA,1014451,Rwanda,Rwanda - Murindi - 1014451,Rejected,Technical,11/20/18,Southern Province,Kamonyi,Nyamiyaga,Kidahwe/sabununga,Murindi,Murindi,,,Project Assessment - 2018.11.19,-2.05615,29.93258,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4853.0,30448.0,Sabununga,1690.0,Kivugiza,1980.0,Rugarama,1590.0,Magu,1360.0,,0.0,,,11/19/18,,,,,,,,,POINT (492500.3881419945 4772664.300476557),1528.48,3513.24,7649.37,11277.37,15364.44,1464.42,3625.08,7770.49,11408.18,15662.67
0063Z00000wb0Y2QAI,1042597,Rwanda,Rwanda - Munanira-Ruhinga - 1042597,Complete,In Service,6/16/23,Western Province,Karongi,Gitesi Sector,Ruhinga cell,Munanira-Ruhinga,Nyabahanga,,,Project Assessment - 2022.10.25,-2.105057,29.417237,6314.0,https://api.worldpop.org/v1/services/stats?,6440.06,39374.62,Gahigiro,2000.0,Nyagahinga,1014.0,Nyamiyaga,700.0,Kirambo,1500.0,Gasayo,1100.0,,0.0,10/25/22,,0.0,,0.0,,0.0,,0.0,POINT (435175.9666412507 4767244.962279323),2167.03,4224.57,8176.78,12392.45,17942.45,2244.73,4369.97,8369.99,12864.15,18576.84
0063Z00000wbMHKQA2,1042779,Rwanda,Rwanda - Nyarusange - 1042779,Identified,Requested,12/31/22,Western Province,Karongi,Gitesi,Munanira,Nyarusange,Muhora,,,Project Pre-Assessment - 2022.11.3,-1.953896,30.051678,8000.0,https://api.worldpop.org/v1/services/stats?,147486.94,581251.31,Kabahizi,1500.0,Munanira,2000.0,Kajo,1500.0,Juru,1000.0,Rebero,2000.0,,0.0,11/3/22,,0.0,,0.0,,0.0,,0.0,POINT (505748.8721144138 4783970.040723898),69620.84,104310.16,140483.22,185294.81,246677.31,70264.7,105423.3,142022.92,187887.73,250676.53
0063Z00000zy2WPQAY,1048134,Rwanda,Rwanda - Makurungwe - 1048134,Complete,In Service,6/28/24,Western Province,Karongi,Rubengera,Bubazi,Makurungwe,Musogoro,,,Project Pre-Assessment - 2023.9.11,-2.065544,29.427653,3786.0,https://api.worldpop.org/v1/services/stats?,13891.85,60465.05,Makurungwe,650.0,Kabuga,816.0,Kavumu,750.0,Nyagahinga,610.0,Nkomangurwa,960.0,,0.0,9/11/23,,0.0,,0.0,,0.0,,0.0,POINT (436333.04833059164 4771614.35271341),4258.7,8500.17,15188.97,23650.85,31704.29,4367.29,8775.29,15384.2,24144.64,32598.87
0063Z00000zy2WUQAY,1048135,Rwanda,Rwanda - Rurebero - 1048135,Complete,In Service,6/7/24,Western Province,Karongi,Rwankuba,Gasata,Rurebero,Rusumo,,,Project Pre-Assessment - 2023.9.11,-2.16372,29.35439,2674.0,https://api.worldpop.org/v1/services/stats?,6459.45,44180.89,Rurebero,504.0,Kigarama,600.0,Cyabanga,483.0,Rwasheke,611.0,Nyagafumbe,476.0,,0.0,9/11/23,,0.0,,0.0,,0.0,,0.0,POINT (428187.57804335846 4760755.735581996),1788.04,3574.77,6583.47,10052.1,15605.01,1848.28,3638.38,6716.57,10187.87,15523.65
0063Z00000zy2WUQAY,1048135,Rwanda,Rwanda - Rurebero - 1048135,Complete,In Service,6/7/24,Western Province,Karongi,Rwankuba,Gasata,Rurebero,Rusumo,,,Project Assessment - 2018.10.28,-2.16372,29.35439,,https://api.worldpop.org/v1/services/stats?,6459.45,44180.89,Rurebero,676.0,Kigarama,645.0,Rubazo cell,4587.0,Bisesero cell,3978.0,Nyarusanga cell,3854.0,,,10/28/18,,,,,,,,,POINT (428187.57804335846 4760755.735581996),1788.04,3574.77,6583.47,10052.1,15605.01,1848.28,3638.38,6716.57,10187.87,15523.65
0063Z00000zy2WZQAY,1048136,Rwanda,Rwanda - Cyamatare - 1048136,Complete,In Service,5/17/24,Western Province,Karongi,Murambi,Mubuga-nyarunyinya,Cyamatare,Mashyiga,,,Project Pre-Assessment - 2023.9.11,-2.16324,29.574869,7440.0,https://api.worldpop.org/v1/services/stats?,5391.53,37222.06,Cyamatare,1250.0,Karambo,950.0,Kananira,1340.0,Murambi,1300.0,Gasebeya,1200.0,Nyaruvumu,1400.0,9/11/23,,0.0,,0.0,,0.0,,0.0,POINT (452712.4285263051 4760817.460374085),1265.75,2907.49,4944.23,9009.65,13861.31,1285.55,2962.99,5027.93,9111.59,14008.57
0063Z00001043OCQAY,1045973,Rwanda,Rwanda - Muregeya-rebuild - 1045973,Complete,In Service,5/31/24,Western Province,Karongi,Rubengera,Rubengera,Muregeya-rebuild,Muregeya,,,Project Assessment - 2023.5.18,-2.025833,29.381111,3620.0,https://api.worldpop.org/v1/services/stats?,6980.33,45883.51,Rubengera,850.0,Isure,920.0,Mataba,500.0,Mufumbezi,600.0,Fuwaye,750.0,,0.0,5/18/23,,0.0,,0.0,,0.0,,0.0,POINT (431153.9040673764 4776003.302111979),948.28,2884.38,6053.95,10840.53,15934.26,956.57,3064.11,6214.89,11056.58,16560.38
0063Z00001043OCQAY,1045973,Rwanda,Rwanda - Muregeya-rebuild - 1045973,Complete,In Service,5/31/24,Western Province,Karongi,Rubengera,Rubengera,Muregeya-rebuild,Muregeya,,,PAVA - Muregeya-rebuild - 1045973 - 2023-07-21,-2.025833,29.381111,0.0,https://api.worldpop.org/v1/services/stats?,6980.33,45883.51,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7/21/23,,0.0,,0.0,,0.0,,0.0,POINT (431153.9040673764 4776003.302111979),948.28,2884.38,6053.95,10840.53,15934.26,956.57,3064.11,6214.89,11056.58,16560.38
006f100000ZQRpwAAH,1002621,Rwanda,Rwanda - Muregeya - 1002621,Complete,Out of Service,7/31/13,Western Province,Karongi,Rubengera,,Muregeya,Muregeye,,Catchment Survey Program,Project Assessment - 2022.11.7,-2.024871,29.380443,3620.0,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5256.0,33038.0,Rubengera,850.0,Isure,920.0,Mataba,500.0,Mufumbezi,600.0,Fuwaye,750.0,masaba,0.0,11/7/22,,0.0,,0.0,,0.0,,0.0,POINT (431079.5512348176 4776109.643115324),993.26,2981.97,6045.14,10951.57,15594.33,994.26,3171.72,6257.9,11254.6,16264.5
006f100000a86DnAAI,1007387,Rwanda,Rwanda - Rusovu - 1007387,Identified,Identified in Needs Assessment,12/31/18,Western Province,Karongi,Murambi,Muhororo-Nzaratsi(Birambo-Rusovu),Rusovu,Mashyiga,Rwanda Full Scale Research - Randomized but Not Baselined,,Project Assessment - 2018.11.18,-2.14783,29.535028,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5931.0,30920.0,Muhororo,4786.0,Nzaratsa,5619.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (448280.27706780715 4762520.020708828),1271.37,3534.71,6134.72,9174.53,12186.21,1323.84,3649.57,6369.12,9331.96,12469.59
006f100000a86DoAAI,1007388,Rwanda,Rwanda - Nyirahene - 1007388,Rejected,Technical,11/19/18,Western Province,Karongi,Gashari sector,"Birambo village - Ntarabana vil,age ( both villages are in Birambo cell )",Nyirahene,Mashyiga,,,Project Assessment - 2018.11.18,-2.14375,29.5181389,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6529.0,30727.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (446401.4844993363 4762970.559234875),2376.6,4262.95,6327.66,8608.8,11133.32,2445.82,4394.74,6483.66,8741.97,11411.85
006f100000a86DpAAI,1007389,Rwanda,Rwanda - Rugogo - 1007389,Rejected,Technical,11/5/18,Western Province,Karongi,Mutuntu-Ruganda,Byogo-Nyamugwagwa,Rugogo,Kiraga,,,Project Assessment - 2018.10.28,-2.20755,29.44008,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3495.0,26344.0,Rugogo village,875.0,Nyamugwagwa,694.0,Kaduha,456.0,Burango,979.0,Murambi,951.0,,,10/28/18,,,,,,,,,POINT (437721.17304789147 4755913.232744089),1145.78,2456.71,4361.92,6404.19,8606.63,1153.24,2540.34,4479.12,6532.01,8843.09
006f100000a86DpAAI,1007389,Rwanda,Rwanda - Rugogo - 1007389,Rejected,Technical,11/5/18,Western Province,Karongi,Mutuntu-Ruganda,Byogo-Nyamugwagwa,Rugogo,Kiraga,,,Project Assessment - 2018.10.28,-2.20755,29.44008,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3495.0,26344.0,Byogo cell,3854.0,Nyamugwagwa,2341.0,,0.0,,0.0,,0.0,,,10/28/18,,,,,,,,,POINT (437721.17304789147 4755913.232744089),1145.78,2456.71,4361.92,6404.19,8606.63,1153.24,2540.34,4479.12,6532.01,8843.09
