Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10,geometry,WorldPop_1km,WorldPop_1_5km,WorldPop_2km,WorldPop_2_5km,WorldPop_3km,WorldPop_1km_unproj,WorldPop_1_5km_unproj,WorldPop_2km_unproj,WorldPop_2_5km_unproj,WorldPop_3km_unproj
006f100000a86FzAAI,1007523,Rwanda,Rwanda - Nyankunamirwa - 1007523,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo,Kiruri,Nyankunamirwa,,,,Project Assessment - 2018.6.28,-2.28014,29.72578,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4924.0,33997.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,6/28/18,,,,,,,,,POINT (469500.91009747714 4747896.143494775),1901.53,5075.58,10340.9,16609.96,24293.0,1919.19,5049.31,10389.82,16720.55,24560.44
006f100000a86FzAAI,1007523,Rwanda,Rwanda - Nyankunamirwa - 1007523,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo,Kiruri,Nyankunamirwa,,,,Project Assessment - 2018.8.12,-2.28014,29.72578,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4924.0,33997.0,Nyankunamirwa,446.0,Kinyinya,250.0,Nkiko,570.0,Murehe,535.0,,0.0,,,8/12/18,,,,,,,,,POINT (469500.91009747714 4747896.143494775),1901.53,5075.58,10340.9,16609.96,24293.0,1919.19,5049.31,10389.82,16720.55,24560.44
006f100000a86G1AAI,1007525,Rwanda,Rwanda - Rugwa - 1007525,Complete,In Service,10/11/18,Southern Province,Nyanza,Cyabakamyi - Rwabicuma,Nyabinyenga - Nyarusange,Rugwa,Makera,,,Project Assessment - 2018.6.28,-2.329779,29.668688,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4171.0,27093.0,Cyarwa,500.0,Rwamagana,0.0,,0.0,,0.0,,0.0,,,6/28/18,,,,,,,,,POINT (463152.2782637304 4742406.379675272),1466.53,3524.51,6104.59,9724.4,14652.57,1503.24,3598.43,6237.63,9934.04,15132.29
006f100000a86G1AAI,1007525,Rwanda,Rwanda - Rugwa - 1007525,Complete,In Service,10/11/18,Southern Province,Nyanza,Cyabakamyi - Rwabicuma,Nyabinyenga - Nyarusange,Rugwa,Makera,,,Project Assessment - 2018.7.25,-2.329779,29.668688,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4171.0,27093.0,rwamagana,1235.0,Cyarwa,780.0,,0.0,,0.0,,0.0,,,7/25/18,,,,,,,,,POINT (463152.2782637304 4742406.379675272),1466.53,3524.51,6104.59,9724.4,14652.57,1503.24,3598.43,6237.63,9934.04,15132.29
006f100000a86G3AAI,1007527,Rwanda,Rwanda - Macigati - 1007527,Rejected,Technical,11/11/18,Southern Province,Nyanza,Cyabakamyi,Nyarurama,Macigati,,,,Project Assessment - 2018.6.28,-2.30422,29.65685,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4440.0,27949.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,6/28/18,,,,,,,,,POINT (461834.984666024 4745232.047191469),1602.5,3549.51,5708.08,8521.97,11951.21,1622.69,3578.5,5787.68,8636.88,12182.42
006f100000a86G3AAI,1007527,Rwanda,Rwanda - Macigati - 1007527,Rejected,Technical,11/11/18,Southern Province,Nyanza,Cyabakamyi,Nyarurama,Macigati,,,,Project Assessment - 2018.8.12,-2.30422,29.65685,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4440.0,27949.0,Rugote,456.0,Nyakabingo,612.0,Cyirombazi,352.0,Kamyuma,750.0,,0.0,,,8/12/18,,,,,,,,,POINT (461834.984666024 4745232.047191469),1602.5,3549.51,5708.08,8521.97,11951.21,1622.69,3578.5,5787.68,8636.88,12182.42
006f100000a86G4AAI,1007528,Rwanda,Rwanda - Cyarera - 1007528,Complete,In Service,10/14/22,Southern Province,Nyanza,Cyabakamyi-Musange,Karama - Gasagara,Cyarera,Mwogo,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.12,-2.29248,29.61608,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4472.0,25472.0,Cyarera,663.0,Gatongati,720.0,Masangano,584.0,,0.0,,0.0,,,8/12/18,,,,,,,,,POINT (457300.14713224967 4746528.952823515),820.66,2408.77,4583.49,7541.23,10250.22,831.58,2469.78,4742.87,7691.88,10502.21
006f100000aA0hfAAC,1007899,Rwanda,Rwanda - Nyaruvumu - 1007899,Rejected,Technical,12/31/18,Southern Province,Nyanza,Nyagisozi,,Nyaruvumu,Mwogo,,,Project Assessment - 2018.12.12,-2.3381,29.6548,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3724.0,25372.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,12/12/18,,,,,,,,,POINT (461607.895752931 4741485.980362406),1295.77,3599.05,6738.32,9646.88,12608.18,1318.96,3640.09,6848.19,9697.63,12761.71
006f100000cPI5wAAG,1012380,Rwanda,Rwanda - Kadaho - 1012380,Rejected,Social,7/3/18,Southern Province,Nyanza,Cyabakamyi,Rubona-kadano,Kadaho,Nyakigezi,,,Project Assessment - 2018.6.28,-2.266448,29.647273,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4756.0,34035.0,Kabeza,500.0,Nyabishike,0.0,Nyarutovu,0.0,Kabere,658.0,,0.0,,,6/28/18,,,,,,,,,POINT (460768.79572004173 4749408.127113219),735.58,2082.91,4310.71,7271.65,10515.61,748.45,2168.26,4424.7,7391.56,10747.22
006f100000d6mY6AAI,1012830,Rwanda,Rwanda - Kamushi - 1012830,Complete,In Service,6/2/23,Southern Province,Nyanza,Rwabicuma - Cyabakamyi,Nyarusange - Nyabinyenga,Kamushi,Makera,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.19,-2.33542,29.67251,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4178.0,26391.0,Kamushi,842.0,Kamuvunyi B,737.0,Rwamagana,682.0,Rugwa,721.0,Nyabinyenga,726.0,,,8/18/18,,,,,,,,,POINT (463577.50165679725 4741782.771308379),1679.47,3578.89,6351.05,11086.44,15636.02,1697.56,3620.34,6576.1,11321.08,15807.65
006f100000d6mYGAAY,1012831,Rwanda,Rwanda - Gasharu - 1012831,Complete,In Service,5/21/23,Southern Province,Nyanza,Rwabicuma - Cyabakamyi,Cyerezo - Nyabinyenga,Gasharu,Makera,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.19,-2.31422,29.69336,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5264.0,27139.0,Gasharu,1255.0,Nyabinyenga,726.0,Bweramana,950.0,Cyikirehe,600.0,,0.0,,,8/18/18,,,,,,,,,POINT (465895.8929325722 4744127.30687183),4033.55,7506.84,11099.51,15892.39,21786.85,3979.26,7660.58,11368.37,16287.53,22334.67
006f100000d6mYLAAY,1012832,Rwanda,Rwanda - Bweramana - 1012832,Rejected,Technical,11/11/18,Southern Province,Nyanza,Rwabicuma,Cyerezo,Bweramana,,,,Project Assessment - 2018.8.18,-2.3098,29.69524,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5275.0,28051.0,Gasharu,1255.0,Bweramana,950.0,Cyikirehe,600.0,Nyabinyenga,726.0,,0.0,,,8/18/18,,,,,,,,,POINT (466104.8812373958 4744616.056269086),4233.21,7705.11,12621.83,17161.06,21647.28,4221.32,7861.45,12844.28,17610.84,22152.17
006f100000d6mYQAAY,1012833,Rwanda,Rwanda - Karambi - 1012833,Rejected,Technical,11/5/18,Southern Province,Nyanza,Rwabicuma,Nyarusange,Karambi,,,,Project Assessment - 2018.8.18,-2.34876,29.68835,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3895.0,26866.0,Karambi,536.0,Gakoni,1800.0,Kamuvunyi A,564.0,Kamuvunyi B,737.0,,0.0,,,8/18/18,,,,,,,,,POINT (465339.5267537503 4740308.211754849),2146.15,4522.01,6856.55,9905.17,14600.68,2148.21,4807.34,7163.61,10171.97,14983.36
006f100000d6mYVAAY,1012834,Rwanda,Rwanda - Cyahafi - 1012834,Rejected,Technical,12/14/18,Southern Province,Nyanza,Nyagisozi - Rwabicuma,Kabirizi - Runga,Cyahafi,,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.8.18,-2.37584,29.68033,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4593.0,26427.0,Cyahafi,835.0,Rugarama,540.0,Nyagatovu,750.0,Gashyenzi,762.0,,0.0,,,8/18/18,,,,,,,,,POINT (464448.25365566707 4737313.860572725),1543.21,2836.35,5199.9,8293.69,11940.94,1526.49,2883.94,5253.52,8559.57,12277.35
006f100000d6wQXAAY,1013002,Rwanda,Rwanda - Muturirwa - 1013002,Rejected,Technical,11/14/18,Southern Province,Nyanza,Mukingo,Ngwa - Kiruri,Muturirwa,,,,Project Assessment - 2018.8.26,-2.26129,29.74834,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6266.0,41987.0,Kidaturwa,470.0,Muturirwa,1223.0,Kagwa,609.0,Kaganza,1421.0,,0.0,,,8/26/18,,,,,,,,,POINT (472009.71560656687 4749980.771323801),2649.37,7811.26,13996.56,21391.42,28787.73,2707.29,8061.18,14433.72,21694.94,29379.22
006f100000d6wQcAAI,1013003,Rwanda,Rwanda - Muhazi - 1013003,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo,Ngwa,Muhazi,,,,Project Assessment - 2018.8.26,-2.27217,29.76871,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6263.0,51578.0,Karenge,565.0,Kigarama,916.0,Biroro,612.0,,0.0,,0.0,,,8/26/18,,,,,,,,,POINT (474275.52532405354 4748778.191530456),3227.51,7606.59,13303.95,20443.37,29276.54,3338.06,7811.67,13860.26,20899.02,29807.28
006f100000d6wQhAAI,1013004,Rwanda,Rwanda - Rutete - 1013004,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo,Ngwa,Rutete,,,,Project Assessment - 2018.8.26,-2.28832,29.75688,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6554.0,37945.0,Rutete,913.0,Mwanabiri,720.0,Karenge,565.0,Biroro,612.0,,0.0,,,8/26/18,,,,,,,,,POINT (472960.06595429574 4746992.33507073),3876.64,9703.53,18489.92,25971.3,33732.3,3832.86,9780.52,18778.33,26487.43,34451.91
006f100000d6wQmAAI,1013005,Rwanda,Rwanda - Kinyinya - 1013005,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo,Mpanga- Ngwa,Kinyinya,,,,Project Assessment - 2018.8.26,-2.2864,29.73414,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5136.0,34133.0,Karambi,260.0,Kinyinya,871.0,Rutete - Gasiza,1521.0,Mubaja,729.0,,0.0,,,8/26/18,,,,,,,,,POINT (470430.8544637388 4747204.1735919155),2954.62,7669.53,12936.3,19028.19,27500.95,2835.76,7695.75,12798.26,19347.58,27836.12
006f100000d6wQwAAI,1013006,Rwanda,Rwanda - Mataba - 1013006,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo,Mpanga - Nkomero,Mataba,,,,Project Assessment - 2018.8.26,-2.28569,29.71634,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4323.0,32747.0,Mataba,397.0,Kigarama,494.0,Nyarutovu - Kerezo,1544.0,Kinyinya - Nyankunamirwa,1521.0,Gisuma - Nzuki - Kiganda,1497.0,,,8/26/18,,,,,,,,,POINT (468451.0940931428 4747282.296942132),1026.24,3010.3,7308.73,13570.52,22064.37,1100.11,2954.24,7447.37,13544.19,22020.77
006f100000d6wRBAAY,1013007,Rwanda,Rwanda - Kavure - 1013007,Rejected,Technical,11/5/18,Southern Province,Nyanza,Cyabakamyi,Rubona,Kavure,,,,Project Assessment - 2018.8.26,-2.28603,29.67857,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5019.0,31522.0,Bugarama,396.0,Gahunga,1250.0,Nyankokoma,753.0,,0.0,,0.0,,,8/26/18,,,,,,,,,POINT (464250.2494266124 4747243.819569074),1614.73,3869.93,7822.01,12111.01,16838.61,1714.19,4106.9,8094.43,12476.72,17276.44
006f100000d6wRLAAY,1013008,Rwanda,Rwanda - Ndago - 1013008,Rejected,Technical,11/5/18,Southern Province,Nyanza,Rwabicuma,Nyarusange - Runga,Ndago,,,,Project Assessment - 2018.8.26,-2.35939,29.6848,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3950.0,26517.0,Kavumu,417.0,Ndago,700.0,Rugarama B,647.0,Kavumu B,542.0,,0.0,,,8/26/18,,,,,,,,,POINT (464944.9714856259 4739132.798473866),1438.88,3258.49,6170.5,9680.47,14479.0,1476.48,3344.36,6407.9,9984.95,14828.43
006f100000d6wRQAAY,1013009,Rwanda,Rwanda - Kubateri - 1013009,Rejected,Technical,11/5/18,Southern Province,Nyanza,Rwabicuma,Runga - Mubuga,Kubateri,,,,Project Assessment - 2018.8.26,-2.39148,29.69369,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4288.0,26733.0,Kigarama,1020.0,Kadusenyi,1121.0,Kabisine,916.0,Rugarama B,647.0,,0.0,,,8/26/18,,,,,,,,,POINT (465934.4703301964 4735584.933482584),1033.25,2630.33,5447.61,8760.74,12150.87,1064.23,2683.32,5509.2,8913.21,12436.55
006f100000d6wRaAAI,1013010,Rwanda,Rwanda - Kagina - 1013010,Rejected,Technical,11/5/18,Southern Province,Nyanza,Muyira,Nyamure,Kagina,,,,Project Assessment - 2018.8.26,-2.34749,29.79864,,https://api.worldpop.org/v1/services/stats?,7909.48,65591.36,Gatare,1120.0,Nyarugunga,847.0,Cyegera,723.0,Bugarama,902.0,Rugali,694.0,,,8/26/18,,,,,,,,,POINT (477605.5861430959 4740450.880766517),1368.19,3335.13,6738.75,11420.23,16646.5,1354.77,3411.2,6816.66,11715.19,17018.58
006f100000d6wRfAAI,1013011,Rwanda,Rwanda - Kamabuye - 1013011,Complete,In Service,6/13/23,Southern Province,Nyanza,Cyabakamyi - Mukingo,Nyabinyenga - Cyerezo,Kamabuye,Rukukumbo,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.8.27,-2.30024,29.6845,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5105.0,29880.0,Kamabuye,860.0,Taba,766.0,Kimana - Cyikirehe,1734.0,Cyumba,597.0,Nyankokoma,753.0,,,8/26/18,,,,,,,,,POINT (464910.14259501605 4745672.813303224),2820.18,5767.29,9746.93,14640.7,20345.52,2882.88,5877.87,10086.74,15025.71,20906.24
006f100000d6wRkAAI,1013012,Rwanda,Rwanda - Buhaza - 1013012,Rejected,Technical,11/5/18,Southern Province,Nyanza,Muyira,Gati - Nyamiyaga,Buhaza,,,,Project Assessment - 2018.8.26,-2.33834,29.84104,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3863.0,26267.0,Buhaza,3240.0,Kinyoni,3500.0,Nyarugunga,721.0,Kabuye,512.0,,0.0,,,8/26/18,,,,,,,,,POINT (482321.0351579162 4741463.16243664),1496.71,4952.92,8849.21,13143.8,18469.94,1441.64,4862.23,8983.92,13290.55,18630.0
006f100000d6wRpAAI,1013013,Rwanda,Rwanda - Bigugu - 1013013,Rejected,Technical,11/5/18,Southern Province,Nyanza,Muyira - Kibirizi,Migina - Rwotsa,Bigugu,,,,Project Assessment - 2018.8.26,-2.38034,29.86227,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3179.0,20971.0,Kinyana,1717.0,Kibirizi,2800.0,Kankima - Gituza,1119.0,Nyarurama,847.0,Saruhembe - Kabuga,1251.0,,,8/26/18,,,,,,,,,POINT (484682.62456968514 4736819.6641993495),1619.82,3278.07,5090.21,8481.95,13472.35,1717.84,3363.66,5196.25,8690.67,13730.08
006f100000d6wRuAAI,1013014,Rwanda,Rwanda - Nyakagende - 1013014,Rejected,Technical,11/5/18,Southern Province,Nyanza,Muyira - Kibirizi,Migina - Rwotsa,Nyakagende,,,,Project Assessment - 2018.8.26,-2.37474,29.86776,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3137.0,21522.0,Kinyana,1717.0,Kibirizi,2800.0,Kankima - Gituza,1119.0,Nyarurama,847.0,Saruhembe - Kabuga,1251.0,,,8/26/18,,,,,,,,,POINT (485293.1261234893 4737438.890319077),806.56,2149.85,4494.88,9015.04,14419.81,880.87,2185.52,4656.36,9205.71,14537.89
006f100000d6wRzAAI,1013015,Rwanda,Rwanda - Nyamiyaga - 1013015,Rejected,Technical,11/12/18,Southern Province,Nyanza,Rwabicuma,Gacu,Nyamiyaga,,,,Project Assessment - 2018.8.26,-2.34365,29.72707,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5907.0,47307.0,Nyamiyaga,1463.0,Nyamagana,1556.0,Bisambu - Gisake,1730.0,Nyamivumu - Nyamivumu B,2755.0,,0.0,,,8/26/18,,,,,,,,,POINT (469645.7359450287 4740874.10605818),2033.42,5172.67,10366.5,17127.22,25780.7,2190.86,5274.42,10533.15,17767.86,26751.12
006f100000d766ZAAQ,1013268,Rwanda,Rwanda - Sheni - 1013268,Rejected,Technical,11/5/18,Southern Province,Nyanza,Ntyazo,Cyotamakara,Sheni,,,,Project Assessment - 2018.9.2,-2.40452,29.83705,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3055.0,21873.0,Nyarutovu,787.0,Karuyumbu,1050.0,Kankima,1275.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (481878.14146757487 4734145.882286293),1192.59,3368.19,7628.08,11390.08,15002.39,1237.27,3405.84,7570.27,11613.03,15045.35
006f100000d766eAAA,1013269,Rwanda,Rwanda - Nyabugugu - 1013269,Rejected,Technical,11/5/18,Southern Province,Nyanza,Muyira,Gati - Nyundo,Nyabugugu,,,,Project Assessment - 2018.9.2,-2.33172,29.88638,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3998.0,25948.0,Mugari,1267.0,Nyakibungo,852.0,Gihama,935.0,Nzoga,588.0,,0.0,,,9/2/18,,,,,,,,,POINT (487363.53723483405 4742195.593980031),1397.34,3145.8,6249.02,10649.02,16287.45,1423.42,3164.6,6342.98,10936.31,16575.72
006f100000d766jAAA,1013270,Rwanda,Rwanda - Gateme - 1013270,Rejected,Technical,11/5/18,Southern Province,Nyanza,Kibirizi,Cyeru - Mututu,Gateme,Gateme,,,Project Assessment - 2018.9.2,-2.35699,29.93402,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4501.0,20807.0,Muyobora,748.0,Gicumbi,657.0,Kamatamu,632.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (492662.0445681349 4739401.950503073),1831.73,3587.81,6530.18,9429.13,13053.3,1819.24,3593.22,6541.4,9400.6,13198.87
006f100000d766oAAA,1013271,Rwanda,Rwanda - Kigufi - 1013271,Rejected,Technical,11/5/18,Southern Province,Nyanza,Mukingo - Muyira,Butara - Nyamure,Kigufi,,,,Project Assessment - 2018.9.2,-2.33736,29.8197,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4687.0,30033.0,Kigufi,547.0,Runyinya,944.0,Gatare,563.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (479947.65508570324 4741571.230050764),1804.45,4790.72,7952.69,13603.21,19350.38,1803.4,4905.41,8070.5,13793.75,19778.69
006f100000d766tAAA,1013272,Rwanda,Rwanda - Nyakagende - 1013272,Rejected,Technical,11/5/18,Southern Province,Nyanza,Busoro,Masangano - Munyinya,Nyakagende,,,,Project Assessment - 2018.9.2,-2.29712,29.93744,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5718.0,28623.0,Nyarugunga,972.0,Kivugiza,1188.0,Kigali,1124.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (493042.10601998115 4746021.501486327),2226.46,5868.46,9952.06,13344.63,16283.62,2248.8,5979.95,10191.77,13512.94,16593.94
006f100000d766yAAA,1013273,Rwanda,Rwanda - Mamashenge - 1013273,Complete,In Service,12/22/23,Southern Province,Nyanza,Kigoma,Butara - Butansinda,Mamashenge,Bidubi,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.3,-2.30577,29.79548,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6150.0,40927.0,Kavumu,1302.0,Mataba,845.0,Ishuru,0.0,kinini,0.0,Gasoro,0.0,Butara,,9/2/18,Nyabusheshi,,karama,,Kayange,,Shusho,,POINT (477253.4742788009 4745063.633077103),1309.4,3756.24,7432.84,12368.65,18469.17,1324.58,3878.15,7519.0,12576.88,18879.8
006f100000d7673AAA,1013274,Rwanda,Rwanda - Marongi - 1013274,Rejected,Technical,6/19/23,Southern Province,Nyanza,Kigoma,Butara - Butansinda,Marongi,Budubi,,,Project Assessment - 2018.9.2,-2.30781,29.81484,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5759.0,35984.0,Butara,1060.0,Gasharu,1388.0,Marongi,1760.0,Kigoma,1785.0,Kibavu,731.0,,,9/2/18,,,,,,,,,POINT (479406.71287232975 4744838.373851446),1722.53,4690.33,8650.0,13335.37,19427.02,1766.63,4851.89,8797.26,13646.04,19718.42
006f100000d7678AAA,1013275,Rwanda,Rwanda - Bibumba - 1013275,Complete,In Service,6/30/23,Southern Province,Nyanza,Kigoma - Ntongwe,Murinja - Kareba,Bibumba,Rubuyenge,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.3,-2.2794,29.8712,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4478.0,29991.0,Burambe,530.0,Muramba,672.0,Nyarukurazo,763.0,Marimba,582.0,Kamakara,605.0,,,9/2/18,,,,,,,,,POINT (485674.739057179 4747980.224935006),1059.46,3290.36,5712.64,8539.65,12016.11,1078.73,3362.14,5908.77,8806.92,12393.65
006f100000d767DAAQ,1013276,Rwanda,Rwanda - Rwanamiza - 1013276,Rejected,Technical,11/5/18,Southern Province,Nyanza,Muyira - Busoro,Gati - Rukingiro,Rwanamiza,Budubi,,,Project Assessment - 2018.9.2,-2.3084,29.88881,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4397.0,28539.0,Rwabihanga,1987.0,Rwanamiza,1823.0,Kimfizi,981.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (487633.59205807303 4744773.997105323),1142.11,3927.79,6625.14,9972.13,14474.69,1277.99,4038.99,6795.91,10175.27,14985.6
006f100000d767IAAQ,1013277,Rwanda,Rwanda - Seyi - 1013277,Rejected,Technical,11/5/18,Southern Province,Nyanza,Ntyazo - Gikonko,Kagunga - Cyiri,Seyi,,,,Project Assessment - 2018.9.2,-2.45455,29.85668,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4736.0,29304.0,Rusasa,496.0,Ntebe,542.0,Sanzu,726.0,Murambi,1497.0,,0.0,,,9/2/18,,,,,,,,,POINT (484061.80797125597 4728614.53208736),1719.12,4269.49,7442.14,11135.98,16394.07,1836.3,4313.48,7477.62,11440.64,16725.73
006f100000d767NAAQ,1013278,Rwanda,Rwanda - Ntebe - 1013278,Rejected,Technical,11/14/18,Southern Province,Nyanza,Ntyazo - Gikonko,Kagunga - Cyiri,Ntebe,,,,Project Assessment - 2018.9.2,-2.45118,29.87035,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4169.0,29107.0,Ntebe,542.0,Rusasa,496.0,Sanzu,726.0,,0.0,,0.0,,,9/2/18,,,,,,,,,POINT (485581.9747734451 4728987.293032293),1738.6,3688.35,6177.6,10108.78,16119.56,1715.92,3728.57,6505.31,10388.7,16529.79
006f100000d767SAAQ,1013279,Rwanda,Rwanda - Cyiri - 1013279,Rejected,Technical,11/11/18,Southern Province,Nyanza,Ntyazo - Gikonko,Kagunga - Cyiri,Cyiri,,,,Project Assessment - 2018.9.2,-2.45403,29.84815,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4814.0,28474.0,Samuduha,440.0,Rusasa,496.0,Kimigunga - Kamabuye,1105.0,Sanzu,726.0,Murambi,1497.0,,,9/2/18,,,,,,,,,POINT (483113.2032859642 4728671.921576949),2614.69,4626.01,7058.79,10998.47,17281.99,2603.77,4691.84,7171.12,11177.36,17718.99
0063Z00000huHAMQA2,1021789,Rwanda,Rwanda - Kamenge - 1021789,Rejected,Technical,11/14/19,Kigali,Nyarugenge,Kanyinya,Nzove - Kamenge,Kamenge,Nyabugogo,,,Project Assessment - 2019.11.14,-1.947858,30.00694444,100.0,https://api.worldpop.org/v1/services/stats?,30929.52,229077.12,Kamenge,100.0,,0.0,,0.0,,0.0,,0.0,,0.0,11/14/19,,0.0,,0.0,,0.0,,0.0,POINT (500772.530563799 4784637.716009648),6775.33,15023.8,24824.12,36406.88,50185.8,7112.96,15011.36,24967.95,36608.34,50999.44
0063Z00000plEZkQAM,1037177,Rwanda,Rwanda - Rubete - 1037177,Complete,In Service,5/13/22,Kigali,Nyarugenge,"Mageragere, Kigarama, Nyamirambo","Nyarufunzo, Nyarurama, Rugarama",Rubete,Nyagakonyi,,,Project Pre-Assessment - 2021.7.21,-2.00275,30.048861,3937.0,https://api.worldpop.org/v1/services/stats?,45858.86,281089.38,Nyarufunzo,385.0,Rubete,2496.0,kiberinka,1056.0,Rebero,0.0,,0.0,,0.0,7/21/21,,0.0,,0.0,,0.0,,0.0,POINT (505435.338415422 4778568.52801228),10303.0,24493.07,45030.12,66869.43,88912.03,10617.71,23929.62,45242.46,67433.85,89341.56
0063Z00000plEZkQAM,1037177,Rwanda,Rwanda - Rubete - 1037177,Complete,In Service,5/13/22,Kigali,Nyarugenge,"Mageragere, Kigarama, Nyamirambo","Nyarufunzo, Nyarurama, Rugarama",Rubete,Nyagakonyi,,,PAVA - Rubete - 1037177 - 2023-07-21,-2.00275,30.048861,0.0,https://api.worldpop.org/v1/services/stats?,45858.86,281089.38,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,7/21/23,,0.0,,0.0,,0.0,,0.0,POINT (505435.338415422 4778568.52801228),10303.0,24493.07,45030.12,66869.43,88912.03,10617.71,23929.62,45242.46,67433.85,89341.56
