Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10,geometry,WorldPop_1km,WorldPop_1_5km,WorldPop_2km,WorldPop_1km_unproj,WorldPop_1_5km_unproj,WorldPop_2km_unproj
0063Z00000pn2FQQAY,1037311,Rwanda,Rwanda - Marenge - 1037311,Complete,In Service,5/13/22,Kigali,Gasabo,Nduba,"Sha, Ngiryi",Marenge,Nyabugogo,,,Project Pre-Assessment - 2021.8.31,-1.83181776,30.07863042,,https://api.worldpop.org/v1/services/stats?,9780.63,66841.92,,,,0.0,,0.0,,0.0,,0.0,,0.0,8/31/21,,0.0,,0.0,,0.0,,0.0,POINT (508747.78297431 4797467.448276231),1587.370849609375,4203.6025390625,8209.96875,1614.806884765625,4367.98583984375,8314.873046875
0063Z00000pn2FQQAY,1037311,Rwanda,Rwanda - Marenge - 1037311,Complete,In Service,5/13/22,Kigali,Gasabo,Nduba,"Sha, Ngiryi",Marenge,Nyabugogo,,,Project Assessment - 2022.2.11,-1.83181776,30.07863042,2062.0,https://api.worldpop.org/v1/services/stats?,9780.63,66841.92,Ngara,808.0,kamuyange,519.0,Kigarama,735.0,,0.0,,0.0,,0.0,2/11/22,,0.0,,0.0,,0.0,,0.0,POINT (508747.78297431 4797467.448276231),1587.370849609375,4203.6025390625,8209.96875,1614.806884765625,4367.98583984375,8314.873046875
0063Z00000rBBlNQAW,1037824,Rwanda,Rwanda - Agateko - 1037824,Complete,In Service,6/30/23,Kigali,Gasabo,Jali,Gashyushya - Agateko,Agateko,Jali,,,Project Pre-Assessment - 2021.11.8,-1.899344,30.038678,1160.0,https://api.worldpop.org/v1/services/stats?,45829.72,320980.38,Gashyushya,560.0,Gatereko,600.0,,0.0,,0.0,,0.0,,0.0,11/8/21,,0.0,,0.0,,0.0,,0.0,POINT (504302.83556490846 4790001.594133714),11299.66796875,23017.20703125,35994.453125,11603.880859375,23240.62109375,36711.34375
0063Z00000rBBlNQAW,1037824,Rwanda,Rwanda - Agateko - 1037824,Complete,In Service,6/30/23,Kigali,Gasabo,Jali,Gashyushya - Agateko,Agateko,Jali,,,Project Assessment - 2021.12.2,-1.899344,30.038678,0.0,https://api.worldpop.org/v1/services/stats?,45829.72,320980.38,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,12/2/21,,0.0,,0.0,,0.0,,0.0,POINT (504302.83556490846 4790001.594133714),11299.66796875,23017.20703125,35994.453125,11603.880859375,23240.62109375,36711.34375
0063Z00000rCygsQAC,1038493,Rwanda,Rwanda - Nyakabungo - 1038493,Complete,In Service,6/24/22,Kigali,Gasabo,Jali,Nyakabungo,Nyakabungo,Gahanga,,,Project Pre-Assessment - 2022.1.4,-1.888097,30.032909,500.0,https://api.worldpop.org/v1/services/stats?,17353.38,214919.25,Nyakabungo,500.0,,0.0,,0.0,,0.0,,0.0,,0.0,1/4/22,,0.0,,0.0,,0.0,,0.0,POINT (503661.071552863 4791245.125781314),4526.3837890625,9046.1162109375,14796.3232421875,4624.52880859375,9130.21484375,15202.53125
0063Z00000rCygsQAC,1038493,Rwanda,Rwanda - Nyakabungo - 1038493,Complete,In Service,6/24/22,Kigali,Gasabo,Jali,Nyakabungo,Nyakabungo,Gahanga,,,Project Pre-Assessment - 2022.2.19,-1.888097,30.032909,2972.0,https://api.worldpop.org/v1/services/stats?,17353.38,214919.25,Karenge,1879.0,Bugarama,1093.0,,0.0,,0.0,,0.0,,0.0,2/19/22,,0.0,,0.0,,0.0,,0.0,POINT (503661.071552863 4791245.125781314),4526.3837890625,9046.1162109375,14796.3232421875,4624.52880859375,9130.21484375,15202.53125
0063Z00000rCygsQAC,1038493,Rwanda,Rwanda - Nyakabungo - 1038493,Complete,In Service,6/24/22,Kigali,Gasabo,Jali,Nyakabungo,Nyakabungo,Gahanga,,,Project Pre-Assessment - 2022.2.26,-1.888097,30.032909,2972.0,https://api.worldpop.org/v1/services/stats?,17353.38,214919.25,Karenge,1093.0,Bugalama,1879.0,,0.0,,0.0,,0.0,,0.0,2/26/22,,0.0,,0.0,,0.0,,0.0,POINT (503661.071552863 4791245.125781314),4526.3837890625,9046.1162109375,14796.3232421875,4624.52880859375,9130.21484375,15202.53125
0063Z00000wbKcvQAE,1042761,Rwanda,Rwanda - Ntora - 1042761,Cancelled,,12/31/22,Kigali,Gasabo,Gisozi,Ruhango,Ntora,Nyabugogo,,,Project Pre-Assessment - 2022.11.3,-1.914432,30.050064,5600.0,https://api.worldpop.org/v1/services/stats?,136250.23,474245.12,Ntora,1500.0,Rukeri,900.0,Rugoro,1400.0,Akisoko,900.0,Akimihigo,900.0,,0.0,11/3/22,,0.0,,0.0,,0.0,,0.0,POINT (505569.45278466365 4788333.364595293),28052.228515625,76057.125,132430.8125,28959.001953125,79024.4296875,135426.21875
0063Z0000103w8rQAA,1045919,Rwanda,Rwanda - Akinyana - 1045919,Complete,In Service,3/8/24,Kigali,Gasabo,Jabana,Bweramvura,Akinyana,Murongozi,,,Project Pre-Assessment - 2023.5.16,-1.878923,30.035777,9786.0,https://api.worldpop.org/v1/services/stats?,11606.87,160588.53,Gitaba,1650.0,Ruhihi,2700.0,Gikingo,2756.0,Akinyana,1230.0,Nyakabingo,1450.0,,0.0,5/16/23,,0.0,,0.0,,0.0,,0.0,POINT (503980.1526432415 4792259.437647418),3522.75048828125,7603.1181640625,15474.259765625,3599.97900390625,7767.6904296875,15684.361328125
0063Z0000103w9fQAA,1045922,Rwanda,Rwanda - Gikingo jabana - 1045922,Identified,Requested,12/31/24,Kigali,Gasabo,Jabana,Bweramvura,Gikingo jabana,Murongozi,,,Project Assessment - 2023.5.16,-1.88638,30.04138,9536.0,https://api.worldpop.org/v1/services/stats?,23754.35,244528.28,Gikingo,2756.0,Akinyana,1230.0,Ruhihi,2700.0,Gitaba,1650.0,Rugogwe,1200.0,,0.0,5/16/23,,0.0,,0.0,,0.0,,0.0,POINT (504603.4608864202 4791434.944815438),4719.91552734375,12876.3984375,24635.25390625,4755.189453125,12933.29296875,25307.4140625
0063Z0000104Dg2QAE,1046090,Rwanda,Rwanda - KAJEVUBA - 1046090,Complete,In Service,3/18/25,Kigali,Gasabo,Jali,Nkusi,KAJEVUBA,Yanza,,,Project Pre-Assessment - 2023.5.25,1.84777,29.9911,4173.0,https://api.worldpop.org/v1/services/stats?,7318.88,41179.29,Kajevuba,782.0,Agatwa,665.0,Nyagasayo,758.0,Kigarama,1153.0,Gisiza,815.0,,0.0,5/25/23,,0.0,,0.0,,0.0,,0.0,POINT (499009.8672674729 5204296.111576888),250.95318603515625,875.28076171875,1188.3377685546875,250.95318603515625,875.28076171875,1188.3377685546875
0063Z0000104DgbQAE,1046095,Rwanda,Rwanda - AGATARE - 1046095,Identified,Requested,6/30/25,Kigali,Gasabo,Jali,Nyamitanga,AGATARE,Yanza,,,Project Assessment - 2023.5.25,-1.905,30.00444,4580.0,https://api.worldpop.org/v1/services/stats?,1703.85,24021.62,Agatare,850.0,Urunyinya,960.0,Mubuga,1120.0,Mataba,860.0,Ngendo,790.0,,0.0,5/25/23,,0.0,,0.0,,0.0,,0.0,POINT (500493.9378006775 4789376.289151394),3257.3818359375,7407.63330078125,14117.259765625,3387.763671875,7630.34423828125,14799.7392578125
0063Z0000105bARQAY,1047206,Rwanda,Rwanda - Byimana - 1047206,Identified,,6/30/25,Kigali,Gasabo,Jali,Agateko,Byimana,Gauge,,,Project Assessment - 2023.7.22,-1.894142,30.034157,7105.0,https://api.worldpop.org/v1/services/stats?,26880.42,263448.19,Rwankuba,1700.0,Bugarama,1854.0,Byimana,2005.0,Runyinya,1546.0,,0.0,,0.0,7/22/23,,0.0,,0.0,,0.0,,0.0,POINT (503799.8963460079 4790576.761020806),6360.384765625,11033.41015625,25329.177734375,6420.8818359375,11354.552734375,25679.30859375
0063Z0000105bAbQAI,1047208,Rwanda,Rwanda - Kiriza - 1047208,Identified,,6/30/25,Kigali,Gasabo,Bumbogo,Nyabikenke,Kiriza,Ruvemera,,,Project Assessment - 2023.7.22,-1.907277,30.14043,11207.0,https://api.worldpop.org/v1/services/stats?,25915.24,202007.62,Birembo,2100.0,Kiriza,1620.0,Karama,3345.0,Gikumba,2242.0,Munini,1900.0,,0.0,7/22/23,,0.0,,0.0,,0.0,,0.0,POINT (515622.4468270684 4789123.897353905),5549.54736328125,16177.255859375,28729.525390625,5827.47412109375,17004.7578125,29540.306640625
0063Z0000105bAgQAI,1047209,Rwanda,Rwanda - Zindiro - 1047209,Identified,,3/31/25,Kigali,Gasabo,Bumbogo,Kinyaga,Zindiro,Mukariza,,,Project Assessment - 2023.7.22,-1.918399,30.145997,1.0,https://api.worldpop.org/v1/services/stats?,32613.43,231708.88,Gikumba,1.0,,0.0,,0.0,,0.0,,0.0,,0.0,7/22/23,,0.0,,0.0,,0.0,,0.0,POINT (516241.65681893425 4787894.143949957),6173.64697265625,15624.708984375,31247.978515625,6370.857421875,16221.1298828125,32309.71484375
006Ns00000DDaxUIAT,1051141,Rwanda,Rwanda - Gasange - 1051141,Identified,Requested,12/31/24,Kigali,Gasabo,Kimihuira,Rugando,Gasange,Gorge,,,Project Pre-Assessment - 2024.4.17,-1.959353,30.100831,7663.0,https://api.worldpop.org/v1/services/stats?,91901.19,504094.0,Gasange,1633.0,Gasasa,2160.0,Taba,720.0,Ukwezi,1310.0,Amajyambere,1840.0,,0.0,4/17/24,,0.0,,0.0,,0.0,,0.0,POINT (511216.82093486754 4783366.441118122),24593.20703125,49674.43359375,86050.1640625,25005.234375,51138.5859375,88737.640625
006Ns00000DDczGIAT,1051140,Rwanda,Rwanda - RUGINA - 1051140,Identified,Requested,12/31/24,Kigali,Gasabo,JALI,NYAKABUNGO,RUGINA,Gorge,,,Project Pre-Assessment - 2024.4.17,-1.877215,30.032906,8743.0,https://api.worldpop.org/v1/services/stats?,9703.4,138431.38,Karenge,1057.0,Gitaba,3234.0,Akabande,1013.0,Ruhihi,1657.0,Bwocya,879.0,Rugina,903.0,4/17/24,,0.0,,0.0,,0.0,,0.0,POINT (503660.76050891 4792448.287969153),3523.986328125,6969.22705078125,12977.80078125,3593.78955078125,6994.33203125,13160.931640625
006f100000ZQRpzAAH,RW101,Rwanda,Rwanda - Sha - RW101,Complete,In Service,12/31/14,Kigali,Gasabo,Nduba,,Sha,Karuruma,,,Project Pre-Assessment - 2024.12.5,-1.81375,30.098744,0.0,https://api.worldpop.org/v1/services/stats?,8411.23,54172.1,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,12/5/24,,0.0,,0.0,,0.0,,0.0,POINT (510985.5683068185 4799464.990528315),1646.73828125,4115.578125,7816.81201171875,1719.36474609375,4282.47412109375,8001.3916015625
006f100000ZQRpzAAH,RW101,Rwanda,Rwanda - Sha - RW101,Complete,In Service,12/31/14,Kigali,Gasabo,Nduba,,Sha,Karuruma,,,Project Pre-Assessment - 2024.12.6,-1.81375,30.098744,3560.0,https://api.worldpop.org/v1/services/stats?,8411.23,54172.1,Bikumba,635.0,Gatare,690.0,Kamuyange,535.0,Ngara,800.0,Amataba (Rulindo),900.0,,0.0,12/6/24,,0.0,,0.0,,0.0,,0.0,POINT (510985.5683068185 4799464.990528315),1646.73828125,4115.578125,7816.81201171875,1719.36474609375,4282.47412109375,8001.3916015625
006f100000ZQRq3AAH,RW104,Rwanda,Rwanda - Gasura - RW104,Complete,In Service,6/1/15,Kigali,Gasabo,Nduba,,Gasura,Nyabugogo,,,Project Pre-Assessment - 2024.12.5,-1.820693,30.114383,0.0,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4670.0,32494.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,12/5/24,,0.0,,0.0,,0.0,,0.0,POINT (512725.40786838206 4798697.238393334),705.193603515625,2605.9794921875,7029.9560546875,735.7952880859375,2656.66162109375,7177.5146484375
006f100000ZQRq3AAH,RW104,Rwanda,Rwanda - Gasura - RW104,Complete,In Service,6/1/15,Kigali,Gasabo,Nduba,,Gasura,Nyabugogo,,,Project Pre-Assessment - 2024.12.6,-1.820693,30.114383,3107.0,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4670.0,32494.0,Kazi (Nduba),531.0,Gashinya,380.0,Agacyamo,723.0,Uruhahiro,500.0,Kazi (Ntarabana),973.0,,0.0,12/6/24,,0.0,,0.0,,0.0,,0.0,POINT (512725.40786838206 4798697.238393334),705.193603515625,2605.9794921875,7029.9560546875,735.7952880859375,2656.66162109375,7177.5146484375
006f100000ZQRq3AAH,RW104,Rwanda,Rwanda - Gasura - RW104,Complete,In Service,6/1/15,Kigali,Gasabo,Nduba,,Gasura,Nyabugogo,,,Inspection Form - Suspension - 2018.2.7,-1.820693,30.114383,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4670.0,32494.0,,,,,,,,,,,,,2/7/18,,,,,,,,,POINT (512725.40786838206 4798697.238393334),705.193603515625,2605.9794921875,7029.9560546875,735.7952880859375,2656.66162109375,7177.5146484375
006f100000a86G7AAI,1007531,Rwanda,Rwanda - Kumagare - 1007531,Rejected,Technical,11/30/18,Kigali,Gasabo,Muhima-Gisozi,,Kumagare,Nyabugogo,,,Project Assessment - 2018.6.11,-1.935831,30.051385,0.0,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,138047.0,454052.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,6/11/18,,,,,,,,,POINT (505716.3383796711 4785967.390171063),36217.23828125,92648.7734375,152081.6875,34703.7890625,93437.4140625,154572.03125
006f100000a86G7AAI,1007531,Rwanda,Rwanda - Kumagare - 1007531,Rejected,Technical,11/30/18,Kigali,Gasabo,Muhima-Gisozi,,Kumagare,Nyabugogo,,,Project Assessment - 2018.11.19,-1.935831,30.051385,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,138047.0,454052.0,Gisozi,48588.0,32450,0.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (505716.3383796711 4785967.390171063),36217.23828125,92648.7734375,152081.6875,34703.7890625,93437.4140625,154572.03125
006f100000a86I4AAI,1007652,Rwanda,Rwanda - Nyungwe - 1007652,Rejected,Technical,12/2/18,Kigali,Gasabo,Shyorongi-Jari,Nkusi,Nyungwe,Yanze,,,Project Assessment - 2018.11.30,-1.857823,29.992177,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7307.0,35666.0,Nyagasayo,812.0,Munyinya,618.0,Kajevuba,654.0,Nyarushinga,754.0,Gisiza,564.0,,,11/30/18,,,,,,,,,POINT (499129.6893607118 4794592.385274699),1947.1070556640625,4828.205078125,9057.8349609375,2022.1201171875,5064.1640625,9210.162109375
006f100000a86I5AAI,1007653,Rwanda,Rwanda - Kiziranyenzi - 1007653,Rejected,Technical,11/30/18,Kigali,Gasabo,Shyorongi-Jari,Bugaragara-Nkusi,Kiziranyenzi,Yanza,,,Project Assessment - 2018.11.30,-1.848168,29.991187,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6854.0,34591.0,Nkusi,2434.0,Bugaragara,1824.0,Munyarwanda,1725.0,,0.0,,0.0,,,11/30/18,,,,,,,,,POINT (499019.54631140875 4795659.883850403),2175.12646484375,4304.830078125,7338.8740234375,2238.85205078125,4433.1494140625,7552.2509765625
006f100000a86IWAAY,1007680,Rwanda,Rwanda - Ntora - 1007680,Rejected,Technical,11/28/18,Kigali,Gasabo,Gatsata Gisozi,Nyamugali-Ruhango,Ntora,Nyabugogo,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.11.19,-1.916403,30.04942,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,32876.0,280513.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (505497.80363503715 4788115.444043563),31456.1953125,78527.59375,135050.140625,32888.046875,80588.203125,138195.875
006f100000a86IWAAY,1007680,Rwanda,Rwanda - Ntora - 1007680,Rejected,Technical,11/28/18,Kigali,Gasabo,Gatsata Gisozi,Nyamugali-Ruhango,Ntora,Nyabugogo,Rwanda Full Scale Research - Randomized and Baselined - Long Term Control,,Project Assessment - 2018.11.19,-1.916403,30.04942,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,32876.0,280513.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (505497.80363503715 4788115.444043563),31456.1953125,78527.59375,135050.140625,32888.046875,80588.203125,138195.875
006f100000eekVGAAY,1014241,Rwanda,Rwanda - Kwa Dubaii - 1014241,Rejected,Technical,11/28/18,Kigali,Gasabo,Kinyinya,Murama,Kwa Dubaii,Igishanga (wetland),,,Project Pre-Assessment - 2018.11.11,-1.903719,30.104828,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8004.0,104181.0,Murama,4500.0,,0.0,,0.0,,0.0,,0.0,,,11/11/18,,,,,,,,,POINT (511661.8421101733 4789517.568441918),9619.458984375,20845.4453125,44103.00390625,10177.4609375,21393.732421875,44972.2109375
006f100000eekYtAAI,1014273,Rwanda,Rwanda - Kohaki - 1014273,Rejected,Technical,11/11/18,Kigali,Gasabo,Kinyinya,Gasharu,Kohaki,Wetland igishanga,,,Project Assessment - 2018.11.11,-1.88659,30.09792,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5461.0,52497.0,Rwankuba,1578.0,Ngaruyinka,1457.0,Gasanze,2457.0,,0.0,,0.0,,,11/11/18,,,,,,,,,POINT (510893.4513536064 4791411.474556487),11060.77734375,19170.669921875,34412.265625,11397.775390625,19562.25,34165.59765625
006f100000eevNxAAI,1014448,Rwanda,Rwanda - Nyakirehe - 1014448,Rejected,Technical,11/19/18,Kigali,Gasabo,Jabana,Ngiryi,Nyakirehe,Channel formed by stormwater,,,Project Assessment - 2018.11.19,-1.836888,30.07574,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7151.0,42782.0,Nyakirehe,819.0,,0.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (508426.194368574 4796906.873811167),1976.68359375,4489.23583984375,8346.3095703125,2044.29443359375,4637.8388671875,8518.931640625
006f100000eevObAAI,1014450,Rwanda,Rwanda - Agahama - 1014450,Rejected,Technical,11/19/18,Kigali,Gasabo,Jabana,Ngiryi,Agahama,Mirindi,,,Project Assessment - 2018.11.19,-1.849236,30.064609,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8156.0,47025.0,Agahama,634.0,Kidashya,850.0,,0.0,,0.0,,0.0,,,11/19/18,,,,,,,,,POINT (507187.8029893542 4795541.672754123),1915.8265380859375,5435.81640625,10239.4228515625,1978.4388427734375,5558.58740234375,10516.263671875
006f100000ef7dzAAA,1014497,Rwanda,Rwanda - Gisasa - 1014497,Rejected,Vehicular Bridge Required,11/30/18,Kigali,Gasabo,Bugondo -Kinyinya,Ngara,Gisasa,Gashyokero,,,Project Pre-Assessment - 2018.11.25,-1.9020028,30.12219,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6173.0,70294.0,Gisasa,2360.0,Kinyinya (Agatare),2500.0,,0.0,,0.0,,0.0,,,11/25/18,,,,,,,,,POINT (513593.3355825813 4789707.192456033),13569.390625,24558.2734375,42075.890625,13659.4541015625,24958.85546875,43109.44921875
006f100000ef7e4AAA,1014498,Rwanda,Rwanda - Akigabiro - 1014498,Rejected,Technical,11/30/18,Kigali,Gasabo,Bumbogo,Nyagasozi,Akigabiro,Kareshya,,,Project Pre-Assessment - 2018.11.25,-1.822718,30.146343,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4970.0,30696.0,Akigabiro,888.0,Kareshya,957.0,,0.0,,0.0,,0.0,,,11/25/18,,,,,,,,,POINT (516281.03018669196 4798473.087835902),1180.9169921875,3241.729736328125,6506.02197265625,1213.639892578125,3275.99560546875,6660.28515625
006f100000ef7e9AAA,1014499,Rwanda,Rwanda - Barage - 1014499,Rejected,Vehicular Bridge Required,11/30/18,Kigali,Gasabo,Bumbogo,Nyagasozi,Barage,Barage,,,Project Assessment - 2025.2.22,38.907192,-77.036873,25.0,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4886.0,29088.0,test1,13.0,nana,12.0,,0.0,,0.0,,0.0,,0.0,2/22/25,,0.0,,0.0,,0.0,,0.0,POINT (-5622834.774458582 17219788.32732494),,,,,,
006f100000ef7e9AAA,1014499,Rwanda,Rwanda - Barage - 1014499,Rejected,Vehicular Bridge Required,11/30/18,Kigali,Gasabo,Bumbogo,Nyagasozi,Barage,Barage,,,Project Pre-Assessment - 2018.11.25,38.907192,-77.036873,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4886.0,29088.0,Nyagasozi,914.0,Kabeza (Rutunga),812.0,,0.0,,0.0,,0.0,,,11/25/18,,,,,,,,,POINT (-5622834.774458582 17219788.32732494),,,,,,
006f100000ef7jOAAQ,1014508,Rwanda,Rwanda - Buranga - 1014508,Rejected,Technical,11/27/18,Kigali,Gasabo,Kimironko,Kibagabaga-Nyarutovu,Buranga,Nyagatovu,,,Project Assessment - 2018.11.25,-1.94362,30.121686,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,61430.0,257387.0,Nyagatovu,16950.0,Kibagabaga,19500.0,,0.0,,0.0,,0.0,,,11/25/18,,,,,,,,,POINT (513536.93884366844 4785105.802400034),27962.34375,64103.4921875,96245.953125,28571.447265625,65922.9765625,100374.015625
006f100000efHACAA2,1014594,Rwanda,Rwanda - Irayirayi - 1014594,Rejected,Technical,12/2/18,Kigali,Gasabo,Rutunga,Gasabo/murindi,Irayirayi,Serebeka,,,Project Assessment - 2018.11.30,-1.78019,30.14043,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4495.0,33379.0,Rutare,9000.0,Rutunga,10000.0,,0.0,,0.0,,0.0,,,11/30/18,,,,,,,,,POINT (515623.5548691423 4803175.233604092),1502.65966796875,3918.1748046875,6244.68798828125,1534.97314453125,4056.17822265625,6264.162109375
006f100000efHAHAA2,1014595,Rwanda,Rwanda - Kabarebe - 1014595,Rejected,Vehicular Bridge Required,12/2/18,Kigali,Gasabo,Rutunga,Gasabo/murindi,Kabarebe,Nyabugogo,,,Project Pre-Assessment - 2023.7.22,-1.790165,30.130513,4516.0,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4876.0,31000.0,Murindi,667.0,Gasharu,971.0,Cyamutara,1021.0,Nyakambu,1003.0,Bikamba,854.0,,0.0,7/22/23,,0.0,,0.0,,0.0,,0.0,POINT (514520.1577073913 4802072.432918486),1706.8388671875,3840.729736328125,7314.13818359375,1760.547607421875,3962.84521484375,7439.2998046875
006f100000efHAHAA2,1014595,Rwanda,Rwanda - Kabarebe - 1014595,Rejected,Vehicular Bridge Required,12/2/18,Kigali,Gasabo,Rutunga,Gasabo/murindi,Kabarebe,Nyabugogo,,,Project Assessment - 2018.11.30,-1.790165,30.130513,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4876.0,31000.0,Rutunga,5690.0,Ntarabana,8690.0,,0.0,,0.0,,0.0,,,11/30/18,,,,,,,,,POINT (514520.1577073913 4802072.432918486),1706.8388671875,3840.729736328125,7314.13818359375,1760.547607421875,3962.84521484375,7439.2998046875
006f100000efHCDAA2,1014613,Rwanda,Rwanda - Kibobo-Rwingeyo - 1014613,Rejected,Technical,12/2/18,Kigali,Gasabo,Gikomero,Kibara-Gasagara,Kibobo-Rwingeyo,Mburamazi,,,Project Assessment - 2018.11.30,-1.864099,30.23329,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5379.0,30540.0,Kibobo,716.0,Gasharu,521.0,Nombe,402.0,Rwingeyo,512.0,Gasagara-Rugwiza,1067.0,,,11/30/18,,,,,,,,,POINT (525953.5490514383 4793896.766347776),1982.17041015625,4944.154296875,7925.953125,1980.34716796875,4985.4326171875,7986.24951171875
006f100000efHCIAA2,1014614,Rwanda,Rwanda - Kajevuba - 1014614,Rejected,Technical,12/2/18,Kigali,Gasabo,Jali-Ngoma,Nkusi-Munyarwanda,Kajevuba,Mulindi,,,Project Assessment - 2018.11.30,-1.84731,29.99128,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6814.0,34520.0,Nkusi,2434.0,Bugaragara,1725.0,Munyarwanda,1824.0,,0.0,,0.0,,,11/30/18,,,,,,,,,POINT (499029.89217446494 4795754.748134291),2119.733154296875,4244.46484375,7222.93212890625,2166.81787109375,4347.8427734375,7388.9423828125
0063Z00000weAZGQA2,1044734,Rwanda,Rwanda - Kagogo - 1044734,Identified,,12/31/25,Eastern Province,Gatsibo,"Giti, Gasenge","Kagogo, Gatare",Kagogo,Isanzure,,,Project Pre-Assessment - 2023.2.6,-1.92925,30.113055,4767.0,https://api.worldpop.org/v1/services/stats?,92939.81,421634.12,Cyamabano,986.0,Mukoni,685.0,Gatare,1543.0,Bushiranyota,1045.0,Bisika,508.0,,0.0,2/6/23,,0.0,,0.0,,0.0,,0.0,POINT (512576.88931868324 4786694.683880673),15226.1474609375,39946.87890625,69838.03125,16026.33984375,41416.703125,72355.53125
0063Z00000weAp9QAE,1044736,Rwanda,Rwanda - Ntende - 1044736,Rejected,Technical,12/31/23,Eastern Province,Gatsibo,"Kiziguro, Rugarama","Amahoro, Bidudu",Ntende,Ntende Dam,,,Project Assessment - 2023.2.6,-1.714168,30.412659,5116.0,https://api.worldpop.org/v1/services/stats?,9804.77,53499.59,Bidudu,868.0,Rugarama,1058.0,Kazinga,1086.0,Kanyanges,896.0,Nyamirambo,1208.0,,0.0,2/6/23,,0.0,,0.0,,0.0,,0.0,POINT (545912.3774226658 4810470.5555024985),3112.982421875,4472.4111328125,9283.5078125,3161.4326171875,4580.67822265625,9409.171875
0063Z00000weAxIQAU,1044737,Rwanda,Rwanda - Cyazanga - 1044737,Identified,,12/31/25,Eastern Province,Gatsibo,"Rwimbogo,","Sangano, Rugarama",Cyazanga,,,,Project Assessment - 2023.2.6,-1.670522,30.41226,5563.0,https://api.worldpop.org/v1/services/stats?,10875.82,56042.95,Sangano,1580.0,Rugarama,856.0,Munini,1286.0,Kabeza,856.0,Ngoma,985.0,,0.0,2/6/23,,0.0,,0.0,,0.0,,0.0,POINT (545869.009458779 4815296.3751016585),4293.50634765625,9151.15234375,13638.5537109375,4634.517578125,9716.9912109375,14000.142578125
