Bridge Opportunity: CaseSafeID,Bridge Opportunity: Project Code,Bridge Opportunity: Country,Bridge Opportunity: Opportunity Name,Bridge Opportunity: Stage,Bridge Opportunity: Sub-Stage,Bridge Opportunity: Close Date,Bridge Opportunity: Level 1 Government,Bridge Opportunity: Level 2 Government,Bridge Opportunity: Level 3 Government,Bridge Opportunity: Level 4 Government,Bridge Name,Bridge Opportunity: River Name,Bridge Opportunity: Research Initiative,Bridge Opportunity: Monitoring Campaign,Form: Form Name,Bridge Opportunity: GPS (Latitude),Bridge Opportunity: GPS (Longitude),Individuals Directly Served,Bridge Opportunity: Population Dataset URL,Bridge Opportunity: Population Estimate 2000m,Bridge Opportunity: Population Estimate 5000m,Community Served 1,Individuals served in Community 1,Community Served 2,Individuals served in Community 2,Community Served 3,Individuals served in Community 3,Community Served 4,Individuals served in Community 4,Community Served 5,Individuals served in Community 5,Community Served 6,Individuals Served in Community 6,Form: Created Date,Community Served 7,Individuals Served in Community 7,Community Served 8,Individuals Served in Community 8,Community Served 9,Individuals Served in Community 9,Community Served 10,Individuals Served in Community 10,geometry,WorldPop_1km,WorldPop_1_5km,WorldPop_2km,WorldPop_1km_unproj,WorldPop_1_5km_unproj,WorldPop_2km_unproj
006f100000d7koKAAQ,1013759,Rwanda,Rwanda - Cyabihira - 1013759,Rejected,Technical,11/5/18,Western Province,Nyabihu,Mulinga-Kabaya,Nkomane-Kabaya,Cyabihira,Giciye,,,Project Assessment - 2018.9.28,-1.74404,29.53444,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,12193.0,49160.0,Kinaba,1258.0,Kiyovu,1200.0,Nyanza,1415.0,,0.0,,0.0,,,9/28/18,,,,,,,,,POINT (448202.5524219791 4807166.321889745),6297.7568359375,9792.669921875,13403.5322265625,6925.42529296875,10829.0078125,14412.7275390625
006f100000d7kslAAA,1013761,Rwanda,Rwanda - Kigusa - 1013761,Complete,In Service,3/24/23,Western Province,Nyabihu,Mulinga-Jomba,Nkomane,Kigusa,Giciye,Rwanda Full Scale Research - Randomized and Baselined - Intervention,,Project Assessment - 2018.9.28,-1.7246,29.54478,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,8529.0,53768.0,Kigusa,493.0,Rwandarugari,435.0,Kinyansenge,524.0,Rurembo _Ryanyirandaba,1150.0,Kivurugo-Musaraba,892.0,,,9/28/18,,,,,,,,,POINT (449352.47172749124 4809316.040144383),1983.192626953125,4795.6220703125,8850.2841796875,2091.454833984375,4971.591796875,9057.412109375
006Ns000003OSHbIAO,1048725,Rwanda,Rwanda - Muvumba - 1048725,Complete,In Service,7/19/24,Eastern Province,Nyagatare,Musheri,Kibirizi,Muvumba,Muvumba,,,Project Pre-Assessment - 2023.10.9,-1.144783,30.342064,1625.0,https://api.worldpop.org/v1/services/stats?,3485.94,25253.36,Nyamenge,735.0,Kijojo,890.0,Musheri,0.0,,0.0,,0.0,,0.0,10/8/23,,0.0,,0.0,,0.0,,0.0,POINT (538067.2611799794 4873426.667753483),271.94085693359375,720.34619140625,1479.739501953125,283.0931396484375,736.6187744140625,1486.4290771484375
006Ns000003OT7FIAW,1048726,Rwanda,Rwanda - Cyonyo - 1048726,Complete,In Service,6/14/24,Eastern Province,Nyagatare,Nyagatare,Bushoga,Cyonyo,Muvumba,,,Project Assessment - 2023.10.9,-1.364935,30.290699,9852.0,https://api.worldpop.org/v1/services/stats?,7149.96,55623.7,Bushoga,2832.0,Cyonyo,3222.0,Ryinkuyu,1366.0,Biryogo,1252.0,Kabeza,1180.0,,0.0,10/8/23,,0.0,,0.0,,0.0,,0.0,POINT (532348.2484056035 4849086.152111442),2478.39697265625,5117.54296875,8964.318359375,2430.631103515625,5192.51904296875,9034.6748046875
006Ns00000C1kZlIAJ,1050935,Rwanda,Rwanda - Karujumba - 1050935,Under Construction,,5/9/25,Eastern Province,Nyagatare,Kiyombe,Karujumba,Karujumba,Ngoma,,,Project Pre-Assessment - 2024.4.4,-1.435514,30.133305,1712.0,https://api.worldpop.org/v1/services/stats?,3270.71,26134.73,Karujumba,450.0,Kabare,429.0,Mweneno,229.0,Nyabwongoroka,329.0,Murambi,275.0,,0.0,4/4/24,,0.0,,0.0,,0.0,,0.0,POINT (514833.34855379834 4841284.186389915),1399.257568359375,2659.033203125,4131.21337890625,1405.6673583984375,2793.063232421875,4152.2412109375
006f100000a86EsAAI,1007454,Rwanda,Rwanda - Biryogo - 1007454,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rukomo-Nyagatare,Rurenge_Bushoga,Biryogo,Umuvumba,,,Project Assessment - 2018.11.18,-1.367991,30.288805,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3538.0,28027.0,Rurenge,8500.0,Bushoga,3218.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (532137.4464665626 4848748.290059183),1510.09912109375,5205.1142578125,8750.607421875,1496.2900390625,5242.54541015625,8937.6591796875
006f100000a86EtAAI,1007455,Rwanda,Rwanda - Isangano - 1007455,Complete,In Service,11/1/24,Eastern Province,Nyagatare,Rukomo-Tabagwe,Nyakagarama-Nkomo,Isangano,Muvumba,,,Project Assessment - 2018.12.10,-1.334487,30.250622,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4001.0,28517.0,Nkoma cell,9880.0,Nyakagarama,7357.0,Amizero,684.0,Kabeza,1350.0,Isangano,615.0,Kabirizi,1016.0,12/10/18,Ibare,1226.0,,,,,,,POINT (527888.8973271626 4852453.133961579),2608.045166015625,4576.39453125,7144.40869140625,2687.084716796875,4592.2734375,6950.60009765625
006f100000a86EvAAI,1007457,Rwanda,Rwanda - Ubumwe - 1007457,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Rukomo - Mimuri,Gahurura - Rugari,Ubumwe,Umuvumba,,,Project Assessment - 2018.11.11,-1.42439,30.26354,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6016.0,37942.0,Ubumwe,500.0,Isangano,891.0,Nteko,617.0,Busasamana - No1 village,1817.0,Ubumwe (Rukomo) - Ruyonza,1662.0,,,11/11/18,,,,,,,,,POINT (529325.3052093153 4842512.855122567),718.76708984375,3110.20947265625,7410.31689453125,601.3392333984375,2824.344482421875,7444.90234375
006f100000a86EwAAI,1007458,Rwanda,Rwanda - Nshuri - 1007458,Identified,Identified in Needs Assessment,12/31/18,Eastern Province,Nyagatare,Tabagwe-Nyagatare,Gitengure-Nyagatare,Nshuri,Muvumba,,,Project Assessment - 2018.11.18,-1.308813,30.314539,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2287.0,12766.0,Gitengure,4808.0,Nyagatare,2645.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (535001.9237675263 4855290.975238343),2134.9970703125,6491.205078125,16228.9853515625,2431.160400390625,6386.744140625,16064.291015625
006f100000a86ExAAI,1007459,Rwanda,Rwanda - Kamate - 1007459,Rejected,Technical,12/11/18,Eastern Province,Nyagatare,Tabagwe,Nyabitekeri,Kamate,Umuyanja,,,Project Assessment - 2018.12.10,-1.2991944,30.2575833,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2267.0,13208.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,12/10/18,,,,,,,,,POINT (528663.9502670871 4856355.177744414),3889.45849609375,5407.71533203125,7551.81103515625,3949.728515625,5620.5283203125,7765.57470703125
006f100000a86EyAAI,1007460,Rwanda,Rwanda - Mirambi - 1007460,Rejected,Vehicular Bridge Required,12/11/18,Eastern Province,Nyagatare,Tabagwe,Nyabitekeri,Mirambi,Kaborogota,,,Project Assessment - 2018.12.10,-1.296011,30.247121,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2322.0,13632.0,,0.0,,0.0,,0.0,,0.0,,0.0,,,12/10/18,,,,,,,,,POINT (527499.7292112644 4856707.266063998),2611.32666015625,4421.341796875,7403.52001953125,2773.73046875,4569.84619140625,7529.21923828125
006f100000eekVkAAI,1014243,Rwanda,Rwanda - Kanyami - 1014243,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Karama,Ndego,Kanyami,Akanyaru,,,Project Assessment - 2018.11.11,-1.36537,30.17092,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5038.0,27953.0,Kanyami,370.0,Ndego Center,621.0,Rutoma,532.0,Gishenyi,566.0,Gataba,487.0,,,11/11/18,,,,,,,,,POINT (519019.4875668021 4849039.335625492),1655.82177734375,3209.49365234375,5041.61962890625,1679.52685546875,3283.43212890625,5197.54833984375
006f100000eekVuAAI,1014244,Rwanda,Rwanda - Kisaro - 1014244,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mukama - Mimuri,Gishororo - Mahoro,Kisaro,Ngoma,,,Project Assessment - 2018.11.11,-1.45106,30.20714,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5252.0,31014.0,Kisaro,735.0,Kabukunzu,1034.0,Kabeza - Kinyambo,1252.0,Cyambwana,1468.0,Iterambere - Shenga - Gitwe,1756.0,,,11/11/18,,,,,,,,,POINT (523049.11966957786 4839564.736859565),2287.15087890625,4485.33203125,7390.80322265625,2310.0341796875,4564.9208984375,7483.99609375
006f100000eekVzAAI,1014245,Rwanda,Rwanda - Kavu - 1014245,Rejected,Technical,11/11/18,Eastern Province,Nyagatare,Karama,Ndego,Kavu,Kanama,,,Project Assessment - 2018.11.11,-1.35292,30.144,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,1190.0,13694.0,Mishasha,247.0,Rubanda,572.0,Kabeza,684.0,Mutete,461.0,Kababanda,530.0,,,11/11/18,,,,,,,,,POINT (516023.9822710731 4850416.056006014),541.073974609375,1322.2530517578125,2620.98779296875,567.8721923828125,1400.4912109375,2645.2919921875
006f100000eekW9AAI,1014246,Rwanda,Rwanda - Katoma - 1014246,Rejected,Technical,11/11/18,Eastern Province,Nyagatare,Kiyombe,Karujumba,Katoma,Ngoma,,,Project Assessment - 2018.11.11,-1.44263,30.15516,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3667.0,24613.0,Katoma,297.0,Ngangare,358.0,Nyange - Kajevuba,625.0,Kagorogoro,402.0,Cyenzizi - Mushesha,723.0,,,11/11/18,,,,,,,,,POINT (517265.1886226373 4840497.25727958),1117.5489501953125,2394.059814453125,4276.505859375,1053.1270751953125,2400.279052734375,4326.83837890625
006f100000eekWEAAY,1014247,Rwanda,Rwanda - Burera - 1014247,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Katabagemu - Ngarama,Rugazi - Kigasha,Burera,Rwangingo valley,,,Project Assessment - 2018.11.11,-1.52911,30.30129,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,1359.0,15569.0,Burera,1000.0,Kanyesunzu,618.0,Igitego,586.0,Kirongo,605.0,Kagarama,545.0,,,11/11/18,,,,,,,,,POINT (533524.3883363908 4830933.922004488),306.939453125,1404.3306884765625,2701.7099609375,260.156494140625,1408.4742431640625,2713.484375
006f100000eekWJAAY,1014248,Rwanda,Rwanda - Nyakagende - 1014248,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mimuri,Bibare - Mahoro,Nyakagende,Umuvumba,,,Project Assessment - 2018.11.11,-1.46111,30.23321,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4880.0,33279.0,Nyakagende,680.0,Karukwanza - Nyaruziba,1250.0,Bibare centre - Rwimirama,1642.0,Mizero - Nyabugogo,1370.0,Shenga - Cyambwana,1262.0,,,11/11/18,,,,,,,,,POINT (525949.9108903814 4838453.277764081),1561.10546875,3327.29638671875,5551.8271484375,1584.3570556640625,3323.912109375,5602.1240234375
006f100000eekWOAAY,1014249,Rwanda,Rwanda - Kubwamariko - 1014249,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mimuri,Rugari,Kubwamariko,Nyirasanaho Channel,,,Project Assessment - 2018.11.11,-1.43877,30.25549,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6729.0,36135.0,Ubumwe,1921.0,Rebero,1160.0,Amahoro - Indahemuka,1520.0,Cyibihanga,1025.0,Ibitabo - Nyakajeje,1226.0,,,11/11/18,,,,,,,,,POINT (528429.3615788285 4840923.031039007),3720.96875,7356.509765625,9552.0390625,4121.2978515625,7470.5029296875,9700.451171875
006f100000eekWTAAY,1014250,Rwanda,Rwanda - Ubumwe I - 1014250,Rejected,Technical,12/31/18,Eastern Province,Nyagatare,Mimuri - Mukama,Rugari - Bufunda,Ubumwe I,Umuvumba,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.11.11,-1.43737,30.2538,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6733.0,36054.0,Ubumwe,1921.0,Rebero,1160.0,Amahoro - Indahemuka,1520.0,Cyibihanga,1025.0,Ibitabo - Nyakajeje,1226.0,,,11/11/18,,,,,,,,,POINT (528241.324702137 4841077.843036255),3283.031982421875,7183.7978515625,9681.189453125,3444.43994140625,7269.2763671875,9819.974609375
006f100000eekWdAAI,1014252,Rwanda,Rwanda - Rujuga - 1014252,Rejected,Technical,11/13/18,Eastern Province,Nyagatare,Mimuri - Rukomo,Rugari - Gahurura,Rujuga,Rujuga Channel,,,Project Assessment - 2018.11.11,-1.42013,30.26972,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5984.0,37961.0,Isangano,891.0,Ubumwe,1921.0,Akamonyi - Inteko,1853.0,Busasamana - Number 1,1817.0,Ubumwe (Rukomo) - Ruyonza,1662.0,,,11/11/18,,,,,,,,,POINT (530013.0422534016 4842983.783044474),810.7708740234375,3614.635009765625,8933.4453125,828.294921875,3634.29736328125,8879.67578125
006f100000eekWiAAI,1014253,Rwanda,Rwanda - Nyagatare - 1014253,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Mukama - Gatunda,Kagina - Cyagaju,Nyagatare,Nyiragahaya,,,Project Assessment - 2018.11.11,-1.42836,30.1828,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4843.0,31369.0,Nyagatare,765.0,Nyakagarama,527.0,Cyabahurura,504.0,Iramiro,614.0,Kibisabo,562.0,,,11/11/18,,,,,,,,,POINT (520340.9226052993 4842074.784056847),1275.358642578125,3250.03564453125,6311.9208984375,1318.870361328125,3290.56982421875,6486.849609375
006f100000eekWxAAI,1014255,Rwanda,Rwanda - Gishenyi - 1014255,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Karama,Gikagati - Ndego,Gishenyi,Akanyaru,,,Project Assessment - 2018.11.11,-1.3683,30.17181,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5190.0,28917.0,Gishenyi,504.0,Gataba,487.0,Kanyami,370.0,Ndego Center,621.0,Rutoma,532.0,,,11/11/18,,,,,,,,,POINT (519118.5013409488 4848715.375022018),1235.416015625,3292.05712890625,5874.4599609375,1241.216796875,3352.442626953125,6153.865234375
006f100000eekXMAAY,1014260,Rwanda,Rwanda - Karushuga - 1014260,Rejected,Technical,11/17/18,Eastern Province,Nyagatare,Rwimiyaga,Karushuga,Karushuga,,,,Project Assessment - 2018.11.11,-1.29792,30.55167,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,24.0,172.0,Karushuga,1000.0,Akagera,1140.0,,0.0,,0.0,,0.0,,,11/11/18,,,,,,,,,POINT (561390.7870680703 4856490.846470299),33.67464065551758,49.680824279785156,311.00164794921875,33.67464065551758,49.680824279785156,311.00164794921875
006f100000eeuzOAAQ,1014389,Rwanda,Rwanda - Kabeza - 1014389,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rukomo,RukomaII-Rurenge,Kabeza,Chanel,,,Project Assessment - 2018.11.18,-1.36432,30.28194,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4228.0,28737.0,Kabeza,580.0,Rebero,650.0,Nyanjye,800.0,Biryogo,812.0,Rwiju,451.0,,,11/18/18,,,,,,,,,POINT (531373.5690059795 4849154.265729255),2315.564208984375,4082.7431640625,8989.14453125,2391.929931640625,4234.5654296875,8966.4521484375
006f100000eeuzTAAQ,1014390,Rwanda,Rwanda - Akimpundu - 1014390,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Gikundamvura,Akimpundu,Nyagasharara,,,Project Assessment - 2018.11.18,-1.340982,30.219604,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6969.0,31885.0,Gikundamvura,4263.0,Bushara,3107.0,Kabuga,4251.0,Nyagatama,2415.0,,0.0,,,11/18/18,,,,,,,,,POINT (524437.1712918014 4851735.346489218),1710.76611328125,5184.1953125,9919.2294921875,1808.96044921875,5251.62109375,9976.6171875
006f100000eeuzYAAQ,1014391,Rwanda,Rwanda - Nyagasharara - 1014391,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Gikundamvura,Nyagasharara,Nyagasharara,,,Project Assessment - 2018.11.18,-1.336893,30.213863,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,7161.0,30167.0,Gikundamvura cell,4263.0,Buchara cell,3107.0,Kabuga,4251.0,Nyagatoma,2415.0,,0.0,,,11/18/18,,,,,,,,,POINT (523798.3586789974 4852187.50168952),1601.7257080078125,5636.63671875,9991.595703125,1663.97412109375,5653.37109375,10247.12109375
006f100000eeuzdAAA,1014392,Rwanda,Rwanda - Murujanjara - 1014392,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Nyakiga,Murujanjara,Stream,,,Project Assessment - 2018.11.18,-1.393255,30.162868,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6287.0,29952.0,Karama center,720.0,Mabare,386.0,Kentarama,410.0,Kavumu,426.0,,0.0,,,11/18/18,,,,,,,,,POINT (518123.2706463438 4845956.312005739),2164.83544921875,5548.13671875,8521.2373046875,2266.9228515625,5791.0595703125,8796.70703125
006f100000eeuziAAA,1014393,Rwanda,Rwanda - Isangano-Kabeza - 1014393,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Bushara,Isangano-Kabeza,Valley,,,Project Assessment - 2018.11.18,-1.349094,30.202762,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6151.0,33108.0,Isangano,350.0,Rurembo,980.0,Bushara center,1000.0,Ihuriro,1050.0,Kabeza-Nyakibande,1224.0,,,11/18/18,,,,,,,,,POINT (522562.93858243024 4850838.608712478),4513.2578125,6223.27392578125,9312.1875,4599.1142578125,6264.7978515625,9328.947265625
006f100000eeuznAAA,1014394,Rwanda,Rwanda - Kabeza - 1014394,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Gatunda,Cyagaju-Rwesheke,Kabeza,Chanel,,,Project Assessment - 2018.11.18,-1.40815,30.189856,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,4945.0,35273.0,Kabeza,853.0,Rwesheke,1201.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (521126.25941379694 4844309.229133553),2198.69970703125,3523.85888671875,7616.861328125,2198.69970703125,3644.067138671875,7669.65380859375
006f100000eeuzsAAA,1014395,Rwanda,Rwanda - Nyabwongoroka - 1014395,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Kiyombe,Karujumba,Nyabwongoroka,Nyabwongoroka,,,Project Assessment - 2018.11.18,-1.432879,30.133993,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,3511.0,23244.0,Karambo,1.0,Nyabwongoroka,251.0,Murambi,824.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (514909.9220933488 4841575.518630372),1433.870849609375,2232.733642578125,4108.74658203125,1447.232421875,2392.3837890625,4160.45361328125
006f100000eeuzxAAA,1014396,Rwanda,Rwanda - Kavumu - 1014396,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Karama,Nyakiga,Kavumu,Stream,,,Project Assessment - 2018.11.18,-1.391233,30.171654,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6417.0,31868.0,Karama center,720.0,Mabare,386.0,Kavumu,426.0,Kentarama,410.0,,0.0,,,11/18/18,,,,,,,,,POINT (519100.95916159137 4846179.803771857),1913.6640625,4505.90087890625,8551.958984375,1965.5174560546875,4732.8955078125,8733.5693359375
006f100000eev02AAA,1014397,Rwanda,Rwanda - Kabaya - 1014397,Rejected,Vehicular Bridge Required,11/19/18,Eastern Province,Nyagatare,Katabagemu,Kanyeganyege,Kabaya,Valley,,,Project Assessment - 2018.11.18,-1.436156,30.307663,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6432.0,32541.0,Kabaya,280.0,Rebero,400.0,Kabeza,725.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (534234.9435866938 4841211.33292794),2223.76123046875,4066.375732421875,9145.6005859375,2226.121826171875,4128.5791015625,9644.7880859375
006f100000eev07AAA,1014398,Rwanda,Rwanda - Kajevuba - 1014398,Rejected,Vehicular Bridge Required,11/30/18,Eastern Province,Nyagatare,Katabagema,Katabagema,Kajevuba,Valley,,,Project Assessment - 2018.11.18,-1.442804,30.274319,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6870.0,37814.0,Kajevuba,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (530524.49916704 4840476.767814882),1571.5145263671875,4503.1962890625,7924.28955078125,1614.304443359375,4580.771484375,8070.17578125
006f100000eev0CAAQ,1014399,Rwanda,Rwanda - Kagogo - 1014399,Rejected,Vehicular Bridge Required,11/30/18,Eastern Province,Nyagatare,Katabagema,Katabagema,Kagogo,Kagogo,,,Project Assessment - 2018.11.18,-1.471113,30.285693,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5952.0,30259.0,Kagogo,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (531789.7401153542 4837346.618485457),1724.6826171875,4569.72314453125,8588.15234375,1760.057861328125,4391.18017578125,8788.5009765625
006f100000eev0HAAQ,1014400,Rwanda,Rwanda - Akindege - 1014400,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Katabagema,Bayigurire,Akindege,Rwabashagi,,,Project Assessment - 2018.11.18,-1.461997,30.264872,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5786.0,35021.0,Bayigurire,4673.0,Bimuli,2680.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (529473.0398939131 4838354.816019195),1520.10546875,3269.5390625,7151.328125,1503.566162109375,3271.6015625,6991.3515625
006f100000eev0RAAQ,1014401,Rwanda,Rwanda - Gasasa - 1014401,Rejected,Vehicular Bridge Required,11/30/18,Eastern Province,Nyagatare,Katabagema,Bayigurire,Gasasa,Valley,,,Project Assessment - 2018.11.18,-1.456525,30.280659,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,6234.0,35048.0,Gasasa,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (531229.7922414917 4838959.615815434),1487.36669921875,3805.008056640625,6353.4970703125,1568.395751953125,3863.9033203125,6342.85693359375
006f100000eev0WAAQ,1014402,Rwanda,Rwanda - Byimana - 1014402,Rejected,Technical,11/30/18,Eastern Province,Nyagatare,Matimba,Cyembogo,Byimana,Chanel,,,Project Assessment - 2018.11.18,-1.066787,30.432849,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,2459.0,12481.0,Byimana,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (548171.877821158 4882049.071323593),1184.2373046875,2581.89013671875,5934.9541015625,1192.9293212890625,2475.159423828125,5997.43017578125
006f100000eev0bAAA,1014403,Rwanda,Rwanda - Byimana3 - 1014403,Rejected,Technical,11/30/18,Eastern Province,Nyagatare,Matimba,Byimana,Byimana3,Chanel,,,Project Assessment - 2018.11.18,-1.109384,30.433798,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5912.0,20617.0,Byimana,1.0,,0.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (548276.8171458932 4877339.242180437),3307.305419921875,7668.42529296875,11865.4453125,3457.66748046875,7884.1884765625,12120.328125
006f100000eev0gAAA,1014404,Rwanda,Rwanda - Fotorero - 1014404,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rwimiyaga,Rutungu,Fotorero,Channel,,,Project Assessment - 2018.11.18,-1.163172,30.476046,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,396.0,1654.0,Rubira,1324.0,Cyamunyana-Agatovu,2944.0,Gakagati I- Gakagati II,3488.0,Bweru,625.0,Mwendo-Rugaga,1250.0,,,11/18/18,,,,,,,,,POINT (552977.6664136789 4871391.314999699),59.15107727050781,1029.37646484375,1575.58203125,101.73847961425781,1059.04931640625,1714.9288330078125
006f100000eev0lAAA,1014405,Rwanda,Rwanda - Cyenjojo - 1014405,Complete,In Service,4/28/23,Eastern Province,Nyagatare,Rwempasha,Cyenjojo-Kabare,Cyenjojo,Muvumba,,,Project Assessment - 2018.11.18,-1.239774,30.344471,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,940.0,6405.0,Kabare,3244.0,Cyenjojo,2811.0,Rulimbi,0.0,Gituro,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (538333.818218422 4862923.88839756),897.19921875,1470.9808349609375,2364.6689453125,910.4337768554688,1452.95068359375,2414.021484375
006f100000eev0qAAA,1014406,Rwanda,Rwanda - Gasinga - 1014406,Identified,,6/14/19,Eastern Province,Nyagatare,Rwempasha,Gasinga-Uwinkiko,Gasinga,Muvumba,,,Project Assessment - 2018.11.18,-1.206567,30.347849,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,653.0,4284.0,Gasinga,2840.0,Uwinkiko,1914.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (538710.2131582354 4866595.3969085775),204.77200317382812,743.64404296875,1165.997314453125,204.77200317382812,762.9566650390625,1193.759521484375
006f100000eev0vAAA,1014407,Rwanda,Rwanda - Akagera - 1014407,Rejected,Technical,11/19/18,Eastern Province,Nyagatare,Rwimiyaga,Karushuga,Akagera,Rusa,,,Project Assessment - 2018.11.18,-1.286986,30.550523,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,23.0,177.0,Akagera,820.0,Karushu,1000.0,,0.0,,0.0,,0.0,,,11/18/18,,,,,,,,,POINT (561263.4049990018 4857699.834811991),33.70243835449219,50.22378921508789,82.47218322753906,33.70243835449219,50.22378921508789,82.47218322753906
006f100000eev1ZAAQ,1014415,Rwanda,Rwanda - Matereza - 1014415,Rejected,Technical,12/31/18,Eastern Province,Nyagatare,Karama,Ndego-Kabuga,Matereza,Umuvumba,Rwanda Full Scale Research - Randomized and Lost,,Project Assessment - 2018.11.18,-1.36087,30.181669,,http://www.worldpop.org.uk/data/summary?doi=10.5258/SOTON/WP00539,5095.0,30372.0,Materaza,512.0,Rusoroza,684.0,Kanyami,815.0,Murambi,520.0,Kabuga cell,4251.0,,,11/18/18,,,,,,,,,POINT (520215.64690887363 4849536.787754578),1504.9229736328125,2402.094482421875,6713.5595703125,1522.8563232421875,2514.340087890625,6948.8359375
