Bridge Site,Bridge Survey: Created Date,Bridge Survey: Bridge Survey Name,Origin,Origin - Other,Origin - Admin Code,Destination,Destination - Other,Destination - Admin Code,Home Village,Home Village - Other,Home Village - Admin Code,Crossing Method,Purpose of Travel,Purpose of Travel - Other,Purpose of Travel - Categorized,Travel time,Gender,Approximate Age,Number of seniors traveling,Number of adults,Number of young adults traveling,Number of school aged children,Number of young children,Mode of Transportation,Cargo,Cargo - Other,Notes,Person previously surveyed today,River Conditions,River Photo URL,Weather Conditions,Bridge Survey: ID
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007701,Ryarubondo Market,,25160107,Biraro,,25160501,Other,Ryarubondo,25160107,B2P bridge,Visiting friends or family,,Visiting family or friends,60,Female,School-aged child,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001gNEe
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007704,Other,Central Nkumbure,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Male,Adult,,,2,1,,,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001gNEt
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007705,Kibwije,,25160504,Kigusa,,25160302,Kibwije,,25160504,B2P bridge,Visiting friends or family,,Visiting family or friends,60,Male,Adult,,1,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001gNEy
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007700,Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Male,Adult,1,2,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001gNEZ
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007702,Other,Buhoro,25010202,Nkumbure,,251605,Other,Buhoro,251601,B2P bridge,Visiting friends or family,,Visiting family or friends,120,Female,Adult,1,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001gNEj
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007699,Kigusa,,25160302,Other,Central Nkumbure,251605,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,50,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000ISNX0QAP,Cloudy; Temperature is cool,a3b3Z000001gNEU
Uwumugeti-Kigusa,05/09/2022,Bridge Survey - 00007703,Uwingugu,,250905,Other,Ryarubondo,25160107,Other,Ryarubondo,25160107,B2P bridge,Visiting friends or family,,Visiting family or friends,180,Female,Adult,,2,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Light rain; Temperature is cool,a3b3Z000001gNEo
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008848,Gasenge,,25160301,Biraro,,25160501,Biraro,,25160501,B2P bridge,Buying goods,,Livelihood,40,Female,Senior,,,,,,Foot,Dry goods (such as grain),,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JFss
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008845,Kigusa,,25160302,Biraro,,25160501,Kigusa,,25160501,B2P bridge,Visiting friends or family,,Visiting family or friends,30,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JFsd
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008843,Nkumbure,,251605,Gasenge,,25160301,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,50,Female,Young adult,,,1,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JFsT
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008846,Other,Ryarubondo,25160107,Kibwije,,25160504,Kibwije,,25160504,B2P bridge,Farming; Firewood collection,,Livelihood,60,Female,Adult,,,,,,Foot,Firewood,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JFsi
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008841,Vumwe,,25160510,Kigusa,,25160302,Vumwe,,25160510,B2P bridge,Farming,,Livelihood,30,Female,School-aged child,,,,3,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JFsJ
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008847,Kigusa,,25160302,Nkumbure,,251605,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,60,Female,Adult,,,,1,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JFsn
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008842,Biraro,,25160501,Other,Temata/Nyamigina,251606,Biraro,,25160501,B2P bridge,Visiting friends or family,,Livelihood,150,Female,Young adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JFsO
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008840,Kigusa,,25160302,Uwumugeti,,25160509,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,30,Male,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000JO0hBQAT,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JFsE
Uwumugeti-Kigusa,07/10/2022,Bridge Survey - 00008844,Kigusa,,25160302,Vumwe,,25160510,Vumwe,,25160510,B2P bridge,Farming,,Livelihood,30,Female,School-aged child,,,,2,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JFsY
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005360,,,,Biraro,,25160501,Kigusa,,25160302,B2P bridge,Visiting friends or family,,Visiting family or friends,60,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001ZnWz
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005341,,,,Gasenge,,25160301,Nkumbure,,251605,B2P bridge,Church or worship,,Worship,60,Male,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVX
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005346,,,,Gasenge,,25160301,Other,EAR NKUMBURE,251605,B2P bridge,Church or worship,,Worship,60,Female,Adult,1,1,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVT
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005342,,,,Gasenge,,25160301,Other,EAR Nkumbure,251605,B2P bridge,Church or worship,,Worship,45,Female,School-aged child,,,,6,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVc
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005353,,,,Kibwije,,25160504,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,40,Female,School-aged child,,,,3,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,All of them were carrying cargos (animal feeds).,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is cool,a3b3Z000001ZnWQ
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005351,,,,Kibwije,,25160504,Kigusa,,25160302,B2P bridge,Firewood collection,,Livelihood,40,Male,School-aged child,,,,6,,Foot,Firewood,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001ZnWG
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005365,,,,Kibwije,,25160504,Other,RYARUBONDO,25160107,B2P bridge,Visiting friends or family,,Visiting family or friends,90,Female,Adult,,,,,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnXO
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005344,,,,Kibwije,,25160504,Other,Ryarubondo,25160107,B2P bridge,Selling goods,,Livelihood,60,Male,Young adult,,,,,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVm
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005340,,,,Kibwije,,25160504,Other,Ruramba,2313,B2P bridge,Farming,,Livelihood,60,Female,School-aged child,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is hot,a3b3Z000001ZnVS
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005363,,,,Kigusa,,25160302,Biraro,,25160501,B2P bridge,Selling goods,,Livelihood,40,Male,Adult,,,4,,,Foot,Other,Charcoals,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnXE
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005339,,,,Kigusa,,25160302,Nkumbure,,251605,B2P bridge,Church or worship,,Worship,50,Male,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001ZnVN
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005356,,,,Kigusa,,25160302,Other,Central Nkumbure,251605,B2P bridge,Church or worship,,Worship,40,Female,Senior,2,2,1,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnWf
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005368,,,,Kigusa,,25160302,Other,EAR NKUMBURE,251605,B2P bridge,Church or worship,,Worship,60,Female,Adult,,2,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is moderate,a3b3Z000001ZnXd
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005358,,,,Nkumbure,,251605,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,60,Male,Senior,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnWp
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005348,,,,Nkumbure,,251605,Kigusa,,25160302,B2P bridge,Buying goods,,Livelihood,40,Female,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnW1
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005364,,,,Nkumbure,,251605,Kigusa,,25160302,B2P bridge,Saving club,,Financial services,60,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001ZnXJ
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005349,,,,Nkumbure,,251605,Gasenge,,25160301,B2P bridge,Farming,,Livelihood,60,Male,Adult,,1,,,,Bicycle,,,,,,,Cloudy; Temperature is hot,a3b3Z000001ZnW6
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005355,,,,Nkumbure,,251605,Other,RYARUBONDO,25160107,B2P bridge,Visiting friends or family,,Visiting family or friends,60,Female,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnWa
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005345,,,,Other,EAR NKUMBURE,251605,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Female,Adult,,1,,2,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVr
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005352,,,,Other,Central Nkumbure,251605,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,50,Male,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000GFzJKQA1,Cloudy; Temperature is cool,a3b3Z000001ZnWL
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005350,,,,Other,Gasarenda,251602,Biraro,,25160501,B2P bridge,Farming,,Livelihood,150,Female,Adult,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001ZnWB
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005338,,,,Other,EAR,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVI
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005337,,,,Other,EAR NKUMBERE,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVD
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005354,,,,Other,Central,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Young adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnWV
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005336,,,,Other,EAR NKUMBURE,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,,1,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000GFzHnQAL,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnV8
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005361,,,,Other,Uwinkingi,2517,Other,Nkumbure Catholic,251605,B2P bridge,Church or worship,,Worship,120,Female,Adult,,1,3,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001ZnX4
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005366,,,,Rubuye,,25090503,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,60,Male,Adult,,2,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnXT
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005359,,,,Ryarubondo Market,,25160107,Biraro,,25160501,B2P bridge,Visiting friends or family,,Visiting family or friends,120,Female,Adult,,,,5,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnWu
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005357,,,,Ryarubondo Market,,25160107,Shaba,,250904,B2P bridge,Visiting friends or family,,Visiting family or friends,160,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnWk
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005343,,,,Shaba,,250904,Other,RYARUBONDO,25160107,B2P bridge,Visiting friends or family,,Visiting family or friends,240,Female,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVh
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005362,,,,Uwumugeti,,25160509,Kigusa,,25160302,B2P bridge,Other,Coming from selling charcoals,Livelihood,40,Male,Adult,,1,5,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001ZnX9
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005367,,,,Uwumugeti,,25160509,Gasenge,,25160301,B2P bridge,Visiting friends or family,,Visiting family or friends,45,Male,Adult,,1,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Light rain; Temperature is moderate,a3b3Z000001ZnXY
Uwumugeti-Kigusa,14/11/2021,Bridge Survey - 00005347,,,,Uwumugeti,,25160509,Nkumbure,,251605,B2P bridge,Recreation; Firewood collection,,Livelihood,30,Female,School-aged child,,,,2,,Foot,Firewood,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001ZnVw
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007739,Kigusa,,25160302,GS Nkumbure,,251605,Kigusa,,25160302,B2P bridge,School,,Education,60,Male,School-aged child,,,,2,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001gOHD
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007747,Other,EAR NKUMBURE,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Female,Adult,1,3,,,,Foot,,,,Yes,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001gOHr
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007748,Other,EAR Nkumbure,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Male,Adult,,2,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001gOHw
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007737,Biraro,,25160501,Kigusa,,25160302,Biraro,,25160501,B2P bridge,Visiting friends or family,,Visiting family or friends,30,Female,School-aged child,,,,,,Foot,Produce,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001gOH3
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007745,GS Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,School,,Education,60,Male,School-aged child,,,,2,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001gOHh
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007740,Vumwe,,25160510,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,30,Male,School-aged child,,,,1,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001gOHI
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007734,Vumwe,,25160510,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Farming,,Livelihood,30,Male,School-aged child,,,,2,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000IT8ePQAT,Cloudy; Temperature is moderate,a3b3Z000001gOGo
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007736,Other,Gatovu,25070602,Nkumbure,,251605,Nkumbure,,251605,B2P bridge,Wage labor,,Livelihood,90,Male,Young adult,,2,,1,,Foot,Firewood,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001gOGy
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007746,Other,Kamegeri,250602,Nkumbure,,251605,Other,Kamegeri,2506,B2P bridge,Visiting friends or family,,Visiting family or friends,240,Female,Adult,,,,4,,Foot,Produce; Other,Sorghum been,All were carrying cargos,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001gOHm
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007742,Kigusa,,25160302,Nkumbure,,251605,Nkumbure,,251605,B2P bridge,Visiting friends or family,,Visiting family or friends,45,Male,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001gOHS
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007741,Kigusa,,25160302,Other,EAR NKUMBURE,251605,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Female,Adult,,2,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001gOHN
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007744,Biraro,,25160501,Ryarubondo Market,,25160107,Biraro,,25160501,B2P bridge,Church or worship,,Worship,120,Female,Adult,,,,,,Foot,,,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001gOHc
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007749,Gasenge,,25160301,Shaba,,250904,Shaba,,250904,B2P bridge,Visiting friends or family,,Visiting family or friends,180,Female,Young adult,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is cool,a3b3Z000001gOI1
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007735,Kigusa,,25160302,Vumwe,,25160510,Vumwe,,25160510,B2P bridge,Farming,,Livelihood,20,Male,School-aged child,,,,,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001gOGt
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007738,Kigusa,,25160302,Vumwe,,25160510,Kigusa,,25160510,B2P bridge,Farming,,Livelihood,30,Male,School-aged child,,,,1,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001gOH8
Uwumugeti-Kigusa,17/05/2022,Bridge Survey - 00007743,Kigusa,,25160302,Vumwe,,25160510,Vumwe,,25160510,B2P bridge,Farming,,Livelihood,30,Male,School-aged child,,,,1,,Foot,"Agriculture inputs (manure, seed, pesticides, animal feed, etc.)",,,,River bed is dry; River is very shallow (water is knee-deep or less); River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001gOHX
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008874,Shaba,,250904,Gasenge,,25160301,Shaba,,250904,B2P bridge,Visiting friends or family,,Visiting family or friends,120,Female,Senior,,,,2,,Foot,Produce,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JGRX
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008870,Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,40,Female,Senior,,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001JGRD
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008871,Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Male,Adult,,4,,1,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001JGRI
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008872,Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,60,Female,Senior,1,,,,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001JGRN
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008875,Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,30,Male,Young adult,,,,5,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JGRc
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008873,Nkumbure,,251605,Kigusa,,25160302,Kigusa,,25160302,B2P bridge,Church or worship,,Worship,45,Female,School-aged child,,,,6,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JGRS
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008853,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Young adult,1,1,,3,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JGPv
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008850,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,School-aged child,,,,4,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JGPg
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008856,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Male,Young adult,1,,2,1,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JGQA
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008854,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,,2,1,2,,Foot,,,,,River bed is dry; River is moving slowly,,Cloudy; Temperature is moderate,a3b3Z000001JGQ0
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008859,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,1,3,1,2,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Cloudy; Temperature is moderate,a3b3Z000001JGQP
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008862,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,,1,1,2,,Foot,,,,,River bed is dry; River is moving slowly,,Sunny; Temperature is moderate,a3b3Z000001JGQe
Uwumugeti-Kigusa,20/07/2022,Bridge Survey - 00008849,Gasenge,,25160301,Other,EAR Nkumbure,251605,Gasenge,,25160301,B2P bridge,Church or worship,,Worship,60,Female,Adult,,1,,4,,Foot,,,,,River bed is dry; River is moving slowly,https://bridges.my.salesforce.com/sfc/servlet.shepherd/version/renditionDownload?rendition=ORIGINAL_Jpg&versionId=0683Z00000JOmg5QAD,Cloudy; Temperature is moderate,a3b3Z000001JGPb
